Time	 Transit	Diff	WildType	Attached	RV	
0	29	1	30	0	0
0.6	31	2	31	0	2
1.2	31	4	31	0	4
1.8	32	4	32	0	4
2.4	34	4	34	0	4
3	36	6	36	0	6
3.6	37	6	37	0	6
4.2	37	6	37	0	6
4.8	38	6	38	0	6
5.4	40	8	40	0	8
6	39	10	39	0	10
6.6	38	12	38	0	12
7.2	39	12	39	0	12
7.8	38	14	38	0	14
8.4	38	16	38	0	16
9	38	16	38	0	16
9.6	38	16	38	0	16
10.2	36	20	36	0	20
10.8	36	22	36	0	22
11.4	36	22	36	0	22
12	35	26	35	0	26
12.6	37	28	37	0	28
13.2	37	28	37	0	28
13.8	37	28	37	0	28
14.4	36	30	36	0	30
15	37	30	37	0	30
15.6	36	32	36	0	32
16.2	37	32	37	0	32
16.8	39	32	39	0	32
17.4	40	34	40	0	34
18	43	34	43	0	34
18.6	43	36	43	0	36
19.2	43	36	43	0	36
19.8	44	36	44	0	36
20.4	43	38	43	0	38
21	44	38	44	0	38
21.6	44	38	44	0	38
22.2	45	40	45	0	40
22.8	44	42	44	0	42
23.4	43	44	43	0	44
24	42	46	42	0	46
24.6	43	48	43	0	48
25.2	43	50	43	0	50
25.8	43	52	43	0	52
26.4	45	52	45	0	52
27	44	54	44	0	54
27.6	48	54	48	0	54
28.2	47	56	47	0	56
28.8	48	56	48	0	56
29.4	48	58	48	0	58
30	48	60	48	0	60
30.6	48	60	48	0	60
31.2	49	60	49	0	60
31.8	50	60	50	0	60
32.4	52	59	52	0	59
33	53	58	53	0	58
33.6	54	58	54	0	58
34.2	54	60	54	0	60
34.8	55	62	55	0	62
35.4	56	62	56	0	62
36	56	62	56	0	62
36.6	59	64	59	0	64
37.2	59	64	59	0	64
37.8	60	64	60	0	64
38.4	61	64	61	0	64
39	61	64	61	0	64
39.6	62	63	62	0	63
40.2	64	63	64	0	63
40.8	64	65	64	0	65
41.4	65	64	65	0	64
42	66	64	66	0	64
42.6	67	64	67	0	64
43.2	68	64	68	0	64
43.8	69	64	69	0	64
44.4	70	65	70	0	65
45	70	67	70	0	67
45.6	69	68	69	0	68
46.2	69	67	69	0	67
46.8	70	67	70	0	67
47.4	73	66	73	0	66
48	74	68	74	0	68
48.6	76	68	76	0	68
49.2	74	73	74	0	73
49.8	74	73	74	0	73
50.4	74	75	74	0	75
51	75	75	75	0	75
51.6	75	76	75	0	76
52.2	77	75	77	0	75
52.8	76	77	76	0	77
53.4	77	76	77	0	76
54	77	75	77	0	75
54.6	77	76	77	0	76
55.2	77	77	77	0	77
55.8	77	77	77	0	77
56.4	76	78	76	0	78
57	76	78	76	0	78
57.6	77	78	77	0	78
58.2	77	80	77	0	80
58.8	78	79	78	0	79
59.4	81	78	81	0	78
60	81	80	81	0	80
60.6	82	81	82	0	81
61.2	81	82	81	0	82
61.8	82	81	82	0	81
62.4	81	82	81	0	82
63	80	85	80	0	85
63.6	81	84	81	0	84
64.2	82	83	82	0	83
64.8	84	83	84	0	83
65.4	86	83	86	0	83
66	85	85	85	0	85
66.6	87	83	87	0	83
67.2	87	82	87	0	82
67.8	86	83	86	0	83
68.4	87	83	87	0	83
69	86	85	86	0	85
69.6	88	86	88	0	86
70.2	87	87	87	0	87
70.8	87	89	87	0	89
71.4	88	90	88	0	90
72	90	89	90	0	89
72.6	91	89	91	0	89
73.2	91	88	91	0	88
73.8	90	86	90	0	86
74.4	91	86	91	0	86
75	89	90	89	0	90
75.6	90	90	90	0	90
76.2	92	92	92	0	92
76.8	91	96	91	0	96
77.4	91	95	91	0	95
78	91	94	91	0	94
78.6	91	95	91	0	95
79.2	93	93	93	0	93
79.8	95	93	95	0	93
80.4	96	94	96	0	94
81	96	92	96	0	92
81.6	96	90	96	0	90
82.2	97	89	97	0	89
82.8	97	89	97	0	89
83.4	96	89	96	0	89
84	98	88	98	0	88
84.6	99	89	99	0	89
85.2	100	88	100	0	88
85.8	98	92	98	0	92
86.4	98	92	98	0	92
87	100	91	100	0	91
87.6	104	90	104	0	90
88.2	104	88	104	0	88
88.8	103	89	103	0	89
89.4	105	88	105	0	88
90	104	91	104	0	91
90.6	104	92	104	0	92
91.2	104	92	104	0	92
91.8	105	91	105	0	91
92.4	105	91	105	0	91
93	106	89	106	0	89
93.6	106	87	106	0	87
94.2	103	90	105	0	88
94.8	102	94	102	0	94
95.4	102	97	102	0	97
96	102	96	102	0	96
96.6	100	101	100	0	101
97.2	99	102	99	0	102
