Time	 Transit	Diff	WildType	Attached	RV	
0	29	1	30	0	0
0.6	31	2	31	0	2
1.2	32	2	32	0	2
1.8	32	2	32	0	2
2.4	34	2	34	0	2
3	33	6	33	0	6
3.6	33	8	33	0	8
4.2	33	8	33	0	8
4.8	34	8	34	0	8
5.4	33	10	33	0	10
6	31	16	31	0	16
6.6	33	16	33	0	16
7.2	31	20	31	0	20
7.8	30	22	30	0	22
8.4	31	22	31	0	22
9	31	24	31	0	24
9.6	32	24	32	0	24
10.2	34	24	34	0	24
10.8	31	30	31	0	30
11.4	32	30	32	0	30
12	32	30	32	0	30
12.6	34	30	34	0	30
13.2	34	30	34	0	30
13.8	35	30	35	0	30
14.4	37	30	37	0	30
15	38	30	38	0	30
15.6	38	30	38	0	30
16.2	38	32	38	0	32
16.8	38	34	38	0	34
17.4	38	36	38	0	36
18	39	36	39	0	36
18.6	40	38	40	0	38
19.2	39	40	39	0	40
19.8	40	40	40	0	40
20.4	41	40	41	0	40
21	41	40	41	0	40
21.6	43	40	43	0	40
22.2	43	40	43	0	40
22.8	43	40	43	0	40
23.4	44	40	44	0	40
24	46	42	46	0	42
24.6	45	44	45	0	44
25.2	46	44	46	0	44
25.8	46	44	46	0	44
26.4	47	44	47	0	44
27	48	44	48	0	44
27.6	48	44	48	0	44
28.2	49	48	49	0	48
28.8	49	48	49	0	48
29.4	49	50	49	0	50
30	49	51	49	0	51
30.6	50	51	50	0	51
31.2	52	51	52	0	51
31.8	52	55	52	0	55
32.4	51	57	51	0	57
33	52	57	52	0	57
33.6	53	59	53	0	59
34.2	53	59	53	0	59
34.8	53	60	53	0	60
35.4	54	62	54	0	62
36	55	61	55	0	61
36.6	56	61	56	0	61
37.2	55	63	55	0	63
37.8	54	67	54	0	67
38.4	53	69	53	0	69
39	54	69	54	0	69
39.6	54	69	54	0	69
40.2	53	71	53	0	71
40.8	53	72	53	0	72
41.4	53	72	53	0	72
42	52	74	52	0	74
42.6	50	78	50	0	78
43.2	51	77	51	0	77
43.8	51	76	51	0	76
44.4	53	76	53	0	76
45	54	78	54	0	78
45.6	56	78	56	0	78
46.2	57	78	57	0	78
46.8	56	80	56	0	80
47.4	57	80	57	0	80
48	58	79	58	0	79
48.6	59	79	59	0	79
49.2	63	79	63	0	79
49.8	65	79	65	0	79
50.4	65	78	65	0	78
51	66	77	66	0	77
51.6	67	75	67	0	75
52.2	69	74	69	0	74
52.8	69	78	69	0	78
53.4	70	78	70	0	78
54	69	80	69	0	80
54.6	72	79	72	0	79
55.2	72	81	72	0	81
55.8	70	85	70	0	85
56.4	70	83	70	0	83
57	71	82	71	0	82
57.6	72	82	72	0	82
58.2	72	82	72	0	82
58.8	72	82	72	0	82
59.4	73	82	73	0	82
60	74	81	74	0	81
60.6	72	85	72	0	85
61.2	72	85	72	0	85
61.8	74	84	74	0	84
62.4	75	84	75	0	84
63	75	83	75	0	83
63.6	75	82	75	0	82
64.2	75	86	75	0	86
64.8	76	86	76	0	86
65.4	76	86	76	0	86
66	74	90	74	0	90
66.6	76	89	76	0	89
67.2	77	88	77	0	88
67.8	79	88	79	0	88
68.4	78	89	78	0	89
69	79	89	79	0	89
69.6	81	91	81	0	91
70.2	81	90	81	0	90
70.8	83	89	83	0	89
71.4	83	88	83	0	88
72	83	88	83	0	88
72.6	85	89	85	0	89
73.2	86	89	86	0	89
73.8	86	89	86	0	89
74.4	87	89	87	0	89
75	88	91	90	0	89
75.6	87	91	87	0	91
76.2	88	91	88	0	91
76.8	89	90	89	0	90
77.4	88	91	88	0	91
78	90	89	90	0	89
78.6	92	89	92	0	89
79.2	92	89	92	0	89
79.8	94	92	94	0	92
80.4	94	94	94	0	94
81	96	92	96	0	92
81.6	95	94	95	0	94
82.2	95	96	95	0	96
82.8	94	97	94	0	97
83.4	93	97	95	0	95
84	93	98	93	0	98
84.6	94	98	94	0	98
85.2	94	97	94	0	97
85.8	94	97	94	0	97
86.4	96	95	96	0	95
87	96	95	96	0	95
87.6	95	95	95	0	95
88.2	96	95	96	0	95
88.8	97	97	97	0	97
89.4	97	98	97	0	98
90	97	96	97	0	96
90.6	97	95	97	0	95
91.2	96	96	96	0	96
91.8	96	96	96	0	96
92.4	99	98	99	0	98
93	98	101	98	0	101
93.6	98	102	98	0	102
94.2	97	104	97	0	104
94.8	98	104	98	0	104
95.4	99	103	99	0	103
96	99	102	99	0	102
96.6	100	103	100	0	103
97.2	99	103	99	0	103
