Time	 Transit	Diff	WildType	Attached	RV	
0	29	1	30	0	0
0.6	29	4	29	0	4
1.2	29	4	29	0	4
1.8	29	4	29	0	4
2.4	31	4	31	0	4
3	29	8	29	0	8
3.6	30	8	30	0	8
4.2	30	10	30	0	10
4.8	29	12	29	0	12
5.4	30	12	30	0	12
6	32	14	34	0	12
6.6	32	14	32	0	14
7.2	30	18	30	0	18
7.8	30	18	30	0	18
8.4	29	20	29	0	20
9	29	22	29	0	22
9.6	30	24	30	0	24
10.2	32	24	32	0	24
10.8	31	26	31	0	26
11.4	27	34	27	0	34
12	29	34	29	0	34
12.6	31	34	31	0	34
13.2	31	34	31	0	34
13.8	32	34	32	0	34
14.4	31	36	31	0	36
15	31	36	31	0	36
15.6	30	38	30	0	38
16.2	30	40	30	0	40
16.8	30	40	30	0	40
17.4	31	40	31	0	40
18	31	40	31	0	40
18.6	32	40	32	0	40
19.2	31	44	31	0	44
19.8	32	46	32	0	46
20.4	34	48	34	0	48
21	33	52	33	0	52
21.6	33	52	33	0	52
22.2	33	52	33	0	52
22.8	33	54	33	0	54
23.4	35	56	35	0	56
24	36	56	36	0	56
24.6	37	56	37	0	56
25.2	37	56	37	0	56
25.8	35	60	35	0	60
26.4	35	60	35	0	60
27	36	62	36	0	62
27.6	37	61	37	0	61
28.2	36	63	36	0	63
28.8	36	65	36	0	65
29.4	37	65	37	0	65
30	38	63	38	0	63
30.6	40	63	40	0	63
31.2	39	67	39	0	67
31.8	39	67	39	0	67
32.4	39	67	39	0	67
33	38	71	38	0	71
33.6	37	73	37	0	73
34.2	36	75	36	0	75
34.8	37	75	37	0	75
35.4	36	77	36	0	77
36	35	78	35	0	78
36.6	34	80	34	0	80
37.2	33	82	33	0	82
37.8	33	84	33	0	84
38.4	34	84	34	0	84
39	34	83	34	0	83
39.6	34	81	34	0	81
40.2	36	81	36	0	81
40.8	40	81	40	0	81
41.4	42	81	42	0	81
42	44	80	44	0	80
42.6	47	80	47	0	80
43.2	50	80	50	0	80
43.8	50	81	50	0	81
44.4	53	80	53	0	80
45	53	80	53	0	80
45.6	53	80	53	0	80
46.2	53	80	53	0	80
46.8	52	82	52	0	82
47.4	53	82	53	0	82
48	54	81	54	0	81
48.6	53	83	53	0	83
49.2	55	83	55	0	83
49.8	56	85	56	0	85
50.4	59	85	59	0	85
51	59	87	59	0	87
51.6	63	86	63	0	86
52.2	64	85	64	0	85
52.8	61	91	61	0	91
53.4	61	91	61	0	91
54	60	93	60	0	93
54.6	58	96	58	0	96
55.2	59	96	59	0	96
55.8	59	95	59	0	95
56.4	60	95	60	0	95
57	61	97	61	0	97
57.6	60	101	60	0	101
58.2	63	101	63	0	101
58.8	64	101	64	0	101
59.4	61	106	61	0	106
60	60	108	60	0	108
60.6	61	108	61	0	108
61.2	62	108	62	0	108
61.8	61	112	61	0	112
62.4	62	112	62	0	112
63	60	116	62	0	114
63.6	59	116	59	0	116
64.2	59	116	59	0	116
64.8	58	118	58	0	118
65.4	59	118	59	0	118
66	60	120	60	0	120
66.6	61	119	61	0	119
67.2	60	123	60	0	123
67.8	62	123	62	0	123
68.4	59	129	59	0	129
69	59	129	59	0	129
69.6	59	129	59	0	129
70.2	62	128	62	0	128
70.8	62	127	62	0	127
71.4	62	126	62	0	126
72	61	130	61	0	130
72.6	61	132	61	0	132
73.2	59	136	59	0	136
73.8	60	136	60	0	136
74.4	59	138	59	0	138
75	59	141	59	0	141
75.6	60	141	60	0	141
76.2	61	139	61	0	139
76.8	60	140	60	0	140
77.4	61	139	61	0	139
78	62	137	62	0	137
78.6	62	136	62	0	136
79.2	64	137	64	0	137
79.8	64	139	64	0	139
80.4	64	138	64	0	138
81	65	136	65	0	136
