Time	 Transit	Diff	WildType	Attached	RV	
0	28	2	30	0	0
0.6	31	4	31	0	4
1.2	32	4	32	0	4
1.8	32	4	32	0	4
2.4	33	4	33	0	4
3	32	6	32	0	6
3.6	30	12	30	0	12
4.2	30	12	30	0	12
4.8	30	12	30	0	12
5.4	30	16	30	0	16
6	30	16	30	0	16
6.6	31	16	31	0	16
7.2	29	24	29	0	24
7.8	29	24	29	0	24
8.4	30	24	30	0	24
9	30	28	30	0	28
9.6	30	28	30	0	28
10.2	30	30	30	0	30
10.8	29	32	29	0	32
11.4	29	32	29	0	32
12	29	34	29	0	34
12.6	30	34	30	0	34
13.2	31	34	31	0	34
13.8	34	34	34	0	34
14.4	36	34	36	0	34
15	36	35	36	0	35
15.6	38	35	38	0	35
16.2	38	35	38	0	35
16.8	39	35	39	0	35
17.4	40	35	40	0	35
18	41	35	41	0	35
18.6	41	39	41	0	39
19.2	41	39	41	0	39
19.8	40	40	40	0	40
20.4	39	42	39	0	42
21	39	42	39	0	42
21.6	39	44	39	0	44
22.2	38	46	38	0	46
22.8	39	46	39	0	46
23.4	38	50	38	0	50
24	39	50	39	0	50
24.6	39	50	39	0	50
25.2	39	52	39	0	52
25.8	39	52	39	0	52
26.4	42	52	42	0	52
27	44	52	44	0	52
27.6	45	52	45	0	52
28.2	47	52	47	0	52
28.8	47	52	47	0	52
29.4	47	54	47	0	54
30	46	56	46	0	56
30.6	47	56	47	0	56
31.2	50	58	50	0	58
31.8	50	60	50	0	60
32.4	49	64	49	0	64
33	50	63	50	0	63
33.6	49	65	49	0	65
34.2	50	65	50	0	65
34.8	50	65	50	0	65
35.4	50	65	50	0	65
36	53	65	53	0	65
36.6	54	65	54	0	65
37.2	55	64	55	0	64
37.8	57	64	57	0	64
38.4	56	65	56	0	65
39	57	65	57	0	65
39.6	58	64	58	0	64
40.2	59	64	59	0	64
40.8	60	63	60	0	63
41.4	59	64	59	0	64
42	58	67	58	0	67
42.6	58	71	58	0	71
43.2	59	71	59	0	71
43.8	59	71	59	0	71
44.4	59	71	59	0	71
45	59	69	59	0	69
45.6	59	69	59	0	69
46.2	60	69	60	0	69
46.8	61	71	61	0	71
47.4	61	72	61	0	72
48	59	76	59	0	76
48.6	60	76	60	0	76
49.2	61	76	61	0	76
49.8	61	76	61	0	76
50.4	62	76	62	0	76
51	65	76	65	0	76
51.6	66	77	66	0	77
52.2	66	78	66	0	78
52.8	67	78	67	0	78
53.4	67	77	67	0	77
54	67	78	67	0	78
54.6	68	77	68	0	77
55.2	68	77	68	0	77
55.8	68	79	68	0	79
56.4	70	79	70	0	79
57	70	80	70	0	80
57.6	70	80	70	0	80
58.2	70	79	70	0	79
58.8	70	79	70	0	79
59.4	70	78	70	0	78
60	72	77	72	0	77
60.6	73	76	73	0	76
61.2	74	78	74	0	78
61.8	75	78	75	0	78
62.4	75	77	75	0	77
63	79	76	79	0	76
63.6	78	80	78	0	80
64.2	78	80	78	0	80
64.8	79	84	79	0	84
65.4	79	85	79	0	85
66	79	86	79	0	86
66.6	78	88	78	0	88
67.2	78	87	78	0	87
67.8	77	89	77	0	89
68.4	77	89	77	0	89
69	76	90	76	0	90
69.6	76	91	76	0	91
70.2	76	91	76	0	91
70.8	77	91	77	0	91
71.4	77	91	77	0	91
72	79	91	79	0	91
72.6	81	91	81	0	91
73.2	81	89	81	0	89
73.8	82	89	82	0	89
74.4	82	89	82	0	89
75	83	88	83	0	88
75.6	86	87	86	0	87
