Time	 Transit	Diff	WildType	Attached	RV	
0	29	1	30	0	0
0.6	30	2	30	0	2
1.2	29	4	29	0	4
1.8	29	4	29	0	4
2.4	28	8	28	0	8
3	28	8	28	0	8
3.6	27	12	27	0	12
4.2	28	12	28	0	12
4.8	28	14	28	0	14
5.4	25	22	25	0	22
6	25	22	25	0	22
6.6	25	22	25	0	22
7.2	25	22	25	0	22
7.8	23	28	23	0	28
8.4	23	30	23	0	30
9	24	30	24	0	30
9.6	24	32	24	0	32
10.2	24	34	24	0	34
10.8	25	34	25	0	34
11.4	24	36	24	0	36
12	25	36	25	0	36
12.6	25	36	25	0	36
13.2	28	36	28	0	36
13.8	29	36	29	0	36
14.4	30	36	30	0	36
15	31	35	31	0	35
15.6	32	35	32	0	35
16.2	32	35	32	0	35
16.8	32	35	32	0	35
17.4	33	35	33	0	35
18	33	37	33	0	37
18.6	34	37	34	0	37
19.2	34	39	34	0	39
19.8	34	38	34	0	38
20.4	34	38	34	0	38
21	35	40	35	0	40
21.6	35	40	35	0	40
22.2	36	40	36	0	40
22.8	38	40	38	0	40
23.4	39	40	39	0	40
24	40	40	40	0	40
24.6	42	40	42	0	40
25.2	42	39	42	0	39
25.8	45	39	45	0	39
26.4	47	39	47	0	39
27	47	39	47	0	39
27.6	45	43	45	0	43
28.2	45	43	45	0	43
28.8	46	43	46	0	43
29.4	48	43	48	0	43
30	49	45	49	0	45
30.6	49	45	49	0	45
31.2	49	47	49	0	47
31.8	50	47	50	0	47
32.4	51	49	51	0	49
33	52	49	52	0	49
33.6	52	51	52	0	51
34.2	52	51	52	0	51
34.8	52	51	52	0	51
35.4	53	51	53	0	51
36	53	51	53	0	51
36.6	52	53	52	0	53
37.2	54	53	54	0	53
37.8	57	53	57	0	53
38.4	57	53	57	0	53
39	58	53	58	0	53
39.6	59	54	59	0	54
40.2	62	54	62	0	54
40.8	62	54	62	0	54
41.4	62	58	62	0	58
42	63	58	63	0	58
42.6	62	61	62	0	61
43.2	63	61	63	0	61
43.8	64	61	64	0	61
44.4	64	61	64	0	61
45	64	60	64	0	60
45.6	63	62	63	0	62
46.2	64	62	64	0	62
46.8	65	64	65	0	64
47.4	66	63	66	0	63
48	68	63	68	0	63
48.6	69	62	69	0	62
49.2	68	65	68	0	65
49.8	69	65	69	0	65
50.4	70	64	70	0	64
51	71	63	71	0	63
51.6	71	63	71	0	63
52.2	70	66	70	0	66
52.8	69	70	69	0	70
53.4	69	70	69	0	70
54	70	71	70	0	71
54.6	69	73	69	0	73
55.2	73	72	73	0	72
55.8	72	74	72	0	74
56.4	72	74	72	0	74
57	71	76	71	0	76
57.6	71	75	71	0	75
58.2	73	75	73	0	75
58.8	74	75	74	0	75
59.4	74	75	74	0	75
60	75	75	75	0	75
60.6	75	75	75	0	75
61.2	75	77	75	0	77
61.8	75	77	75	0	77
62.4	76	79	76	0	79
63	76	81	76	0	81
63.6	76	81	76	0	81
64.2	75	82	75	0	82
64.8	79	81	79	0	81
65.4	80	80	80	0	80
66	81	80	81	0	80
66.6	81	82	81	0	82
67.2	83	81	83	0	81
67.8	83	82	83	0	82
68.4	84	82	84	0	82
69	84	83	84	0	83
69.6	82	87	82	0	87
70.2	83	85	83	0	85
70.8	85	87	85	0	87
71.4	85	90	85	0	90
72	85	90	85	0	90
72.6	85	88	85	0	88
73.2	86	87	86	0	87
73.8	88	87	88	0	87
74.4	89	88	89	0	88
75	89	90	89	0	90
75.6	88	92	88	0	92
76.2	87	94	87	0	94
76.8	87	93	87	0	93
77.4	87	91	87	0	91
78	88	90	88	0	90
78.6	88	90	88	0	90
79.2	91	92	91	0	92
79.8	93	92	93	0	92
80.4	93	91	93	0	91
81	94	91	94	0	91
81.6	95	93	95	0	93
82.2	98	92	98	0	92
82.8	97	94	97	0	94
83.4	96	96	96	0	96
84	96	94	96	0	94
84.6	97	94	97	0	94
85.2	99	92	99	0	92
85.8	101	92	101	0	92
86.4	100	94	100	0	94
87	99	95	99	0	95
87.6	100	93	100	0	93
88.2	101	96	101	0	96
88.8	102	98	102	0	98
89.4	101	100	101	0	100
90	99	102	99	0	102
90.6	97	105	97	0	105
91.2	97	104	97	0	104
91.8	97	104	97	0	104
92.4	97	104	97	0	104
93	97	102	97	0	102
93.6	99	100	99	0	100
94.2	97	103	97	0	103
94.8	97	105	97	0	105
95.4	98	105	98	0	105
96	100	104	100	0	104
96.6	100	102	100	0	102
97.2	100	104	100	0	104
97.8	99	107	99	0	107
98.4	101	106	101	0	106
99	102	105	102	0	105
99.6	102	106	102	0	106
100.2	102	107	102	0	107
100.8	104	105	104	0	105
101.4	104	106	104	0	106
102	105	104	105	0	104
102.6	107	102	107	0	102
103.2	107	101	107	0	101
103.8	107	103	107	0	103
104.4	108	103	108	0	103
105	108	100	108	0	100
105.6	109	98	109	0	98
106.2	108	99	108	0	99
106.8	108	96	108	0	96
107.4	109	94	109	0	94
108	110	93	110	0	93
108.6	111	91	111	0	91
109.2	112	91	112	0	91
109.8	113	89	113	0	89
110.4	112	91	112	0	91
111	110	94	110	0	94
111.6	111	95	111	0	95
112.2	113	94	113	0	94
112.8	111	98	111	0	98
113.4	110	101	110	0	101
114	111	104	111	0	104
114.6	112	103	112	0	103
115.2	112	103	112	0	103
115.8	112	100	112	0	100
116.4	113	98	113	0	98
117	115	99	115	0	99
117.6	115	99	115	0	99
118.2	115	99	115	0	99
118.8	117	101	117	0	101
119.4	117	105	117	0	105
120	117	103	117	0	103
120.6	115	105	115	0	105
121.2	114	106	114	0	106
121.8	113	107	113	0	107
122.4	114	106	114	0	106
123	115	104	115	0	104
123.6	116	106	116	0	106
124.2	118	103	118	0	103
124.8	118	104	118	0	104
125.4	117	104	117	0	104
126	117	105	117	0	105
126.6	118	102	118	0	102
127.2	118	102	118	0	102
127.8	118	101	118	0	101
128.4	119	100	119	0	100
129	116	105	116	0	105
129.6	118	103	118	0	103
130.2	119	103	119	0	103
130.8	118	104	118	0	104
131.4	119	103	119	0	103
132	121	101	121	0	101
132.6	120	103	120	0	103
133.2	120	103	120	0	103
133.8	120	102	120	0	102
134.4	118	104	118	0	104
135	119	102	119	0	102
135.6	119	101	119	0	101
136.2	119	102	119	0	102
136.8	121	99	121	0	99
137.4	122	96	122	0	96
138	122	98	122	0	98
138.6	122	102	122	0	102
139.2	123	100	123	0	100
139.8	122	101	122	0	101
140.4	120	102	120	0	102
141	118	108	118	0	108
141.6	119	105	119	0	105
142.2	119	104	119	0	104
142.8	121	103	121	0	103
143.4	121	102	121	0	102
144	121	101	121	0	101
144.6	124	100	124	0	100
145.2	122	104	122	0	104
145.8	122	103	122	0	103
146.4	121	106	121	0	106
147	123	105	123	0	105
147.6	122	107	122	0	107
148.2	121	109	121	0	109
148.8	122	105	122	0	105
149.4	121	107	121	0	107
150	119	112	119	0	112
150.6	122	113	122	0	113
151.2	122	111	122	0	111
151.8	122	114	122	0	114
152.4	122	111	122	0	111
153	123	110	123	0	110
153.6	125	110	125	0	110
154.2	124	112	124	0	112
154.8	124	112	124	0	112
155.4	124	110	124	0	110
156	126	107	126	0	107
156.6	124	109	124	0	109
157.2	123	108	123	0	108
157.8	124	108	124	0	108
158.4	123	107	123	0	107
159	124	107	124	0	107
159.6	126	106	126	0	106
160.2	127	105	127	0	105
160.8	126	106	126	0	106
161.4	126	102	126	0	102
162	127	101	127	0	101
162.6	126	104	126	0	104
163.2	127	104	127	0	104
163.8	126	107	126	0	107
164.4	124	110	124	0	110
165	124	108	124	0	108
165.6	122	113	122	0	113
166.2	124	112	124	0	112
166.8	123	113	123	0	113
167.4	125	109	125	0	109
168	123	112	123	0	112
168.6	122	111	122	0	111
169.2	122	111	122	0	111
169.8	120	115	120	0	115
170.4	120	112	120	0	112
171	119	113	119	0	113
171.6	118	116	118	0	116
172.2	121	114	121	0	114
172.8	120	114	120	0	114
173.4	121	111	121	0	111
174	120	110	120	0	110
174.6	119	110	119	0	110
175.2	121	109	121	0	109
175.8	122	106	122	0	106
176.4	124	110	124	0	110
177	124	111	124	0	111
177.6	124	109	124	0	109
178.2	123	109	123	0	109
178.8	124	109	124	0	109
179.4	125	108	125	0	108
180	125	107	125	0	107
180.6	125	109	127	0	107
181.2	125	108	125	0	108
181.8	125	106	125	0	106
182.4	125	107	125	0	107
183	126	105	126	0	105
183.6	125	104	125	0	104
184.2	125	105	125	0	105
184.8	126	104	126	0	104
185.4	126	105	126	0	105
186	128	103	128	0	103
186.6	129	102	129	0	102
187.2	129	106	129	0	106
187.8	129	106	129	0	106
188.4	129	104	129	0	104
189	126	109	126	0	109
189.6	123	115	123	0	115
190.2	124	115	124	0	115
190.8	125	113	125	0	113
191.4	125	112	125	0	112
192	125	112	125	0	112
192.6	125	110	125	0	110
193.2	125	108	125	0	108
193.8	127	113	127	0	113
194.4	128	113	128	0	113
195	129	110	129	0	110
195.6	130	107	130	0	107
196.2	130	105	130	0	105
196.8	130	104	130	0	104
197.4	128	108	128	0	108
198	128	108	128	0	108
198.6	127	109	127	0	109
199.2	130	107	130	0	107
199.8	130	110	130	0	110
200.4	131	106	131	0	106
201	133	105	133	0	105
201.6	133	104	133	0	104
202.2	131	105	131	0	105
202.8	132	105	132	0	105
203.4	133	104	133	0	104
204	135	101	135	0	101
204.6	134	100	134	0	100
205.2	132	104	132	0	104
205.8	134	102	134	0	102
206.4	132	104	132	0	104
207	132	102	132	0	102
207.6	132	104	132	0	104
208.2	133	102	133	0	102
208.8	132	102	132	0	102
209.4	131	105	131	0	105
210	130	105	130	0	105
210.6	132	109	132	0	109
211.2	134	106	134	0	106
211.8	136	106	136	0	106
212.4	134	107	134	0	107
213	135	105	135	0	105
213.6	136	104	136	0	104
214.2	137	104	137	0	104
214.8	134	111	134	0	111
215.4	135	109	135	0	109
216	134	110	134	0	110
216.6	132	113	132	0	113
217.2	131	112	131	0	112
217.8	129	116	129	0	116
218.4	129	113	129	0	113
219	130	113	130	0	113
219.6	129	113	129	0	113
220.2	126	117	126	0	117
220.8	126	116	126	0	116
221.4	126	115	126	0	115
222	127	113	127	0	113
222.6	126	115	126	0	115
223.2	126	116	126	0	116
223.8	125	122	125	0	122
224.4	125	118	125	0	118
225	125	120	125	0	120
225.6	123	121	123	0	121
226.2	123	118	123	0	118
226.8	124	118	124	0	118
227.4	124	118	124	0	118
228	123	118	123	0	118
