0	0	0	22	0	
1	0	0	22	0	
2	0	0	22	0	
3	0	0	22	0	
4	0	0	22	0	
5	0	0	22	0	
6	0	0	22	0	
7	0	0	22	0	
8	0	0	23	0	
9	0	0	23	0	
10	0	0	23	0	
11	0	0	23	0	
12	0	0	23	0	
13	0	0	23	0	
14	0	1	23	0	
15	0	4	24	0	
16	0	4	25	0	
17	0	5	25	0	
18	0	5	26	0	
19	0	5	26	0	
20	0	5	26	0	
21	0	5	26	0	
22	0	5	26	0	
23	0	5	27	0	
24	0	5	27	0	
25	0	5	27	0	
26	0	5	27	0	
27	0	6	27	0	
28	0	8	27	0	
29	0	8	27	0	
30	0	10	27	0	
31	0	11	28	0	
32	0	13	28	0	
33	0	13	29	0	
34	0	13	29	0	
35	0	13	29	0	
36	0	13	29	0	
37	0	13	29	0	
38	0	13	29	0	
39	0	13	29	0	
40	0	13	29	0	
41	0	13	29	0	
42	0	14	30	0	
43	0	15	30	0	
44	0	16	31	0	
45	0	18	32	0	
46	0	18	32	0	
47	0	20	32	0	
48	0	21	32	0	
49	0	22	32	0	
50	0	22	32	0	
51	0	22	32	0	
52	0	22	32	0	
53	0	21	33	0	
54	0	21	33	0	
55	0	21	33	0	
56	0	21	33	0	
57	0	26	33	0	
58	0	28	33	0	
59	0	31	33	0	
60	0	35	33	0	
61	0	37	33	0	
62	0	38	33	0	
63	0	39	34	0	
64	0	39	35	0	
65	0	39	35	0	
66	0	38	36	0	
67	0	39	36	0	
68	0	39	36	0	
69	0	39	36	0	
70	0	40	36	0	
71	0	44	36	0	
72	0	47	36	0	
73	0	52	36	0	
74	0	53	38	0	
75	0	60	39	0	
76	0	63	41	0	
77	0	65	42	0	
78	0	67	42	0	
79	0	65	44	0	
80	0	65	45	0	
81	0	65	47	0	
82	0	65	47	0	
83	0	65	48	0	
84	0	64	49	0	
85	0	67	50	0	
86	0	73	51	0	
87	0	75	55	0	
88	0	78	56	0	
89	0	81	58	0	
90	0	85	63	0	
91	0	86	67	0	
92	0	88	69	0	
93	0	89	72	0	
94	0	87	74	0	
95	0	86	76	0	
96	0	84	79	0	
97	0	88	81	0	
98	0	87	82	0	
99	0	91	83	0	
100	0	94	85	0	
