Time	 Transit	Diff	WildType	Attached	RV	
0	30	0	30	0	0
0.6	34	0	34	0	0
1.2	34	0	34	0	0
1.8	34	2	34	0	2
2.4	35	2	35	0	2
3	35	2	35	0	2
3.6	34	6	34	0	6
4.2	33	10	33	0	10
4.8	33	10	33	0	10
5.4	34	10	34	0	10
6	34	10	34	0	10
6.6	36	10	36	0	10
7.2	37	14	37	0	14
7.8	36	16	36	0	16
8.4	34	20	34	0	20
9	35	22	35	0	22
9.6	36	22	36	0	22
10.2	35	24	35	0	24
10.8	36	24	36	0	24
11.4	36	24	36	0	24
12	35	26	35	0	26
12.6	38	26	38	0	26
13.2	38	26	38	0	26
13.8	39	30	39	0	30
14.4	39	32	39	0	32
15	40	32	40	0	32
15.6	42	34	42	0	34
16.2	44	34	44	0	34
16.8	43	36	43	0	36
17.4	44	38	44	0	38
18	44	40	44	0	40
18.6	44	42	44	0	42
19.2	46	42	46	0	42
19.8	45	44	45	0	44
20.4	46	44	46	0	44
21	44	48	44	0	48
21.6	45	48	45	0	48
22.2	46	48	46	0	48
22.8	48	48	48	0	48
23.4	48	50	48	0	50
24	46	54	46	0	54
24.6	47	53	47	0	53
25.2	49	53	49	0	53
25.8	50	54	50	0	54
26.4	50	58	50	0	58
27	50	57	50	0	57
27.6	51	57	51	0	57
28.2	51	56	51	0	56
28.8	50	60	50	0	60
29.4	50	64	50	0	64
30	50	65	50	0	65
30.6	51	64	51	0	64
31.2	52	64	52	0	64
31.8	51	66	51	0	66
32.4	51	68	51	0	68
33	52	70	52	0	70
33.6	51	74	51	0	74
34.2	49	78	49	0	78
34.8	51	78	51	0	78
35.4	52	78	52	0	78
36	55	78	55	0	78
36.6	56	78	56	0	78
37.2	55	82	55	0	82
37.8	57	82	57	0	82
38.4	58	82	58	0	82
39	59	82	59	0	82
39.6	58	86	58	0	86
40.2	60	86	60	0	86
40.8	59	88	59	0	88
41.4	59	90	59	0	90
42	59	91	59	0	91
42.6	59	93	59	0	93
43.2	61	93	61	0	93
43.8	61	93	61	0	93
44.4	61	94	61	0	94
45	62	93	62	0	93
45.6	60	99	60	0	99
46.2	60	101	60	0	101
46.8	63	100	63	0	100
47.4	62	102	62	0	102
48	62	102	62	0	102
48.6	61	104	61	0	104
49.2	61	105	61	0	105
49.8	61	107	61	0	107
50.4	63	106	63	0	106
51	62	108	62	0	108
51.6	60	114	60	0	114
52.2	59	116	59	0	116
52.8	59	116	59	0	116
53.4	59	116	59	0	116
