Time	 Transit	Diff	WildType	Attached	RV	
0	30	0	30	0	0
0.6	31	2	31	0	2
1.2	31	2	31	0	2
1.8	31	2	31	0	2
2.4	29	6	29	0	6
3	31	6	31	0	6
3.6	30	8	30	0	8
4.2	30	10	30	0	10
4.8	30	10	30	0	10
5.4	31	12	31	0	12
6	30	16	30	0	16
6.6	30	16	30	0	16
7.2	29	18	29	0	18
7.8	30	18	30	0	18
8.4	31	18	31	0	18
9	31	20	31	0	20
9.6	31	22	31	0	22
10.2	31	24	31	0	24
10.8	30	28	30	0	28
11.4	32	28	32	0	28
12	33	28	33	0	28
12.6	36	28	36	0	28
13.2	36	28	36	0	28
13.8	38	28	38	0	28
14.4	37	30	37	0	30
15	37	30	37	0	30
15.6	37	30	37	0	30
16.2	38	32	38	0	32
16.8	40	32	40	0	32
17.4	40	32	40	0	32
18	40	31	40	0	31
18.6	40	31	40	0	31
19.2	41	33	41	0	33
19.8	41	33	41	0	33
20.4	41	35	41	0	35
21	42	37	42	0	37
21.6	42	37	42	0	37
22.2	41	39	41	0	39
22.8	40	41	40	0	41
23.4	42	41	42	0	41
24	42	43	42	0	43
24.6	44	43	44	0	43
25.2	45	43	45	0	43
25.8	44	45	44	0	45
26.4	46	45	46	0	45
27	47	45	47	0	45
27.6	46	47	46	0	47
28.2	47	47	47	0	47
28.8	48	47	48	0	47
29.4	47	49	47	0	49
30	46	51	46	0	51
30.6	47	51	47	0	51
31.2	51	51	51	0	51
31.8	52	51	52	0	51
32.4	52	53	52	0	53
33	53	53	53	0	53
33.6	54	53	54	0	53
34.2	54	54	54	0	54
34.8	56	54	56	0	54
35.4	58	53	58	0	53
36	59	53	59	0	53
36.6	60	53	60	0	53
37.2	60	53	60	0	53
37.8	59	55	59	0	55
38.4	60	57	60	0	57
39	62	57	62	0	57
39.6	63	57	63	0	57
40.2	63	59	63	0	59
40.8	64	58	64	0	58
41.4	65	60	65	0	60
42	65	60	65	0	60
42.6	66	59	66	0	59
43.2	65	60	65	0	60
43.8	68	60	68	0	60
44.4	68	62	68	0	62
45	69	62	69	0	62
45.6	68	64	68	0	64
46.2	68	64	68	0	64
46.8	69	64	69	0	64
47.4	70	64	70	0	64
48	72	64	72	0	64
48.6	72	64	72	0	64
49.2	74	64	74	0	64
49.8	73	66	73	0	66
50.4	73	66	73	0	66
51	73	68	73	0	68
51.6	74	70	74	0	70
52.2	73	72	73	0	72
52.8	74	72	74	0	72
53.4	76	71	76	0	71
54	78	71	78	0	71
54.6	78	73	78	0	73
55.2	77	75	77	0	75
55.8	77	74	77	0	74
56.4	75	77	75	0	77
57	74	79	74	0	79
57.6	73	80	73	0	80
