Time	 Transit	Diff	WildType	Attached	RV	
0	30	0	30	0	0
0.6	32	0	32	0	0
1.2	33	0	33	0	0
1.8	34	2	34	0	2
2.4	33	4	33	0	4
3	32	6	32	0	6
3.6	31	10	31	0	10
4.2	31	10	31	0	10
4.8	31	10	31	0	10
5.4	33	10	33	0	10
6	31	14	31	0	14
6.6	32	14	32	0	14
7.2	33	14	33	0	14
7.8	32	18	32	0	18
8.4	32	20	32	0	20
9	33	20	33	0	20
9.6	28	30	28	0	30
10.2	29	32	29	0	32
10.8	30	32	30	0	32
11.4	31	32	31	0	32
12	32	32	32	0	32
12.6	33	32	33	0	32
13.2	33	32	33	0	32
13.8	34	32	34	0	32
14.4	35	34	35	0	34
15	35	34	35	0	34
15.6	36	34	36	0	34
16.2	36	34	36	0	34
16.8	38	34	38	0	34
17.4	41	34	41	0	34
18	41	36	41	0	36
18.6	43	36	43	0	36
19.2	42	38	42	0	38
19.8	42	38	42	0	38
20.4	42	38	42	0	38
21	43	38	43	0	38
21.6	46	38	46	0	38
22.2	47	38	47	0	38
22.8	47	40	47	0	40
23.4	47	40	47	0	40
24	47	40	47	0	40
24.6	49	42	49	0	42
25.2	50	42	50	0	42
25.8	49	44	49	0	44
26.4	47	48	49	0	46
27	47	48	47	0	48
27.6	48	48	48	0	48
28.2	51	48	51	0	48
28.8	53	48	53	0	48
29.4	54	48	54	0	48
30	53	52	53	0	52
30.6	53	52	53	0	52
31.2	54	52	54	0	52
31.8	56	54	56	0	54
32.4	56	56	56	0	56
33	57	56	57	0	56
33.6	59	56	59	0	56
34.2	61	57	61	0	57
34.8	61	57	61	0	57
35.4	64	57	64	0	57
36	64	59	64	0	59
36.6	63	61	63	0	61
37.2	63	61	63	0	61
37.8	64	60	64	0	60
38.4	63	62	63	0	62
39	62	64	62	0	64
39.6	62	64	62	0	64
40.2	62	64	62	0	64
40.8	61	65	61	0	65
41.4	61	67	61	0	67
42	63	67	63	0	67
42.6	64	69	64	0	69
43.2	64	69	64	0	69
43.8	64	73	64	0	73
44.4	64	73	64	0	73
45	66	73	66	0	73
45.6	65	75	65	0	75
46.2	65	76	65	0	76
46.8	64	78	64	0	78
47.4	64	77	64	0	77
48	64	76	64	0	76
48.6	65	76	65	0	76
49.2	67	76	67	0	76
49.8	68	76	68	0	76
50.4	67	77	67	0	77
51	68	76	68	0	76
51.6	67	78	67	0	78
52.2	68	80	68	0	80
52.8	71	80	71	0	80
53.4	73	80	73	0	80
54	75	79	75	0	79
54.6	73	82	73	0	82
55.2	73	82	73	0	82
55.8	76	81	76	0	81
56.4	77	80	77	0	80
57	76	81	76	0	81
57.6	75	82	75	0	82
58.2	77	81	77	0	81
58.8	78	83	78	0	83
59.4	78	82	78	0	82
60	79	82	79	0	82
60.6	80	81	80	0	81
61.2	78	85	78	0	85
61.8	77	87	77	0	87
62.4	80	86	80	0	86
63	83	86	85	0	84
63.6	82	92	82	0	92
64.2	82	92	82	0	92
64.8	85	91	85	0	91
65.4	86	90	86	0	90
66	87	90	87	0	90
66.6	87	90	87	0	90
67.2	89	91	89	0	91
67.8	88	92	88	0	92
68.4	89	92	89	0	92
69	90	92	90	0	92
69.6	89	93	89	0	93
70.2	89	92	89	0	92
70.8	89	93	89	0	93
71.4	89	96	89	0	96
72	89	98	89	0	98
72.6	89	98	89	0	98
73.2	90	97	90	0	97
73.8	91	96	91	0	96
74.4	92	97	92	0	97
75	94	96	94	0	96
75.6	93	98	93	0	98
76.2	92	104	92	0	104
76.8	94	104	94	0	104
77.4	97	102	97	0	102
78	96	102	96	0	102
78.6	96	101	96	0	101
79.2	97	103	97	0	103
79.8	95	105	95	0	105
80.4	96	104	96	0	104
81	97	103	97	0	103
81.6	97	104	97	0	104
82.2	98	102	98	0	102
82.8	98	101	98	0	101
83.4	97	104	97	0	104
84	97	103	97	0	103
84.6	98	101	98	0	101
85.2	99	102	99	0	102
85.8	100	101	100	0	101
86.4	100	100	100	0	100
87	100	99	100	0	99
87.6	100	100	100	0	100
88.2	100	101	100	0	101
88.8	100	99	100	0	99
89.4	101	100	101	0	100
90	102	98	102	0	98
90.6	101	100	101	0	100
91.2	102	99	102	0	99
91.8	102	99	102	0	99
92.4	102	99	102	0	99
93	102	101	102	0	101
93.6	101	101	101	0	101
94.2	102	100	102	0	100
94.8	101	100	101	0	100
95.4	101	99	101	0	99
96	100	100	100	0	100
96.6	101	100	101	0	100
97.2	102	98	102	0	98
97.8	102	97	102	0	97
98.4	102	100	102	0	100
99	102	101	102	0	101
99.6	105	101	105	0	101
100.2	105	99	105	0	99
100.8	105	100	105	0	100
101.4	106	99	106	0	99
102	106	101	106	0	101
102.6	107	99	107	0	99
103.2	106	101	106	0	101
103.8	105	102	105	0	102
104.4	106	103	106	0	103
105	106	105	106	0	105
