Time	 Transit	Diff	WildType	Attached	RV	
0	29	1	30	0	0
0.6	31	2	31	0	2
1.2	31	2	31	0	2
1.8	32	2	32	0	2
2.4	32	2	32	0	2
3	31	4	31	0	4
3.6	29	8	29	0	8
4.2	31	8	31	0	8
4.8	33	8	33	0	8
5.4	33	10	33	0	10
6	31	16	31	0	16
6.6	30	20	30	0	20
7.2	31	20	31	0	20
7.8	31	22	31	0	22
8.4	30	24	30	0	24
9	30	26	30	0	26
9.6	31	26	31	0	26
10.2	31	26	31	0	26
10.8	30	28	30	0	28
11.4	30	28	30	0	28
12	30	28	30	0	28
12.6	30	28	30	0	28
13.2	29	30	29	0	30
13.8	31	30	31	0	30
14.4	32	30	32	0	30
15	33	32	33	0	32
15.6	35	32	35	0	32
16.2	35	34	35	0	34
16.8	35	36	35	0	36
17.4	36	36	36	0	36
18	38	36	38	0	36
18.6	39	36	39	0	36
19.2	39	36	39	0	36
19.8	39	38	39	0	38
20.4	39	38	39	0	38
21	40	38	40	0	38
21.6	41	38	41	0	38
22.2	42	40	42	0	40
22.8	45	40	45	0	40
23.4	45	40	45	0	40
24	45	40	45	0	40
24.6	46	40	46	0	40
25.2	47	40	47	0	40
25.8	46	42	46	0	42
26.4	47	42	47	0	42
27	47	42	47	0	42
27.6	46	44	46	0	44
28.2	48	44	48	0	44
28.8	49	44	49	0	44
29.4	49	44	49	0	44
30	50	46	50	0	46
30.6	49	50	49	0	50
31.2	53	50	53	0	50
31.8	53	52	53	0	52
32.4	55	52	55	0	52
33	54	54	54	0	54
33.6	54	54	54	0	54
34.2	56	54	56	0	54
34.8	56	54	56	0	54
35.4	57	56	57	0	56
36	58	56	58	0	56
36.6	60	54	60	0	54
37.2	58	58	58	0	58
37.8	59	58	59	0	58
38.4	61	58	61	0	58
39	63	58	63	0	58
39.6	64	57	64	0	57
40.2	64	58	64	0	58
40.8	63	60	63	0	60
41.4	64	60	64	0	60
42	67	60	67	0	60
42.6	66	62	66	0	62
43.2	68	62	68	0	62
43.8	69	61	69	0	61
44.4	67	65	67	0	65
45	67	64	67	0	64
45.6	66	68	66	0	68
46.2	67	68	67	0	68
46.8	68	67	68	0	67
47.4	69	67	69	0	67
48	69	67	69	0	67
48.6	70	69	70	0	69
49.2	70	69	70	0	69
49.8	69	70	69	0	70
50.4	70	70	70	0	70
51	71	70	71	0	70
51.6	73	72	73	0	72
52.2	72	73	72	0	73
52.8	74	73	74	0	73
53.4	74	72	74	0	72
54	73	74	73	0	74
54.6	72	78	72	0	78
55.2	74	77	74	0	77
55.8	73	81	73	0	81
56.4	72	83	72	0	83
57	72	83	72	0	83
57.6	73	82	73	0	82
58.2	73	83	73	0	83
58.8	75	85	75	0	85
59.4	77	83	77	0	83
60	76	86	76	0	86
60.6	76	85	76	0	85
61.2	80	84	80	0	84
61.8	79	86	79	0	86
62.4	80	85	80	0	85
63	79	85	79	0	85
63.6	81	84	81	0	84
64.2	81	84	81	0	84
64.8	81	84	81	0	84
65.4	80	84	80	0	84
66	81	84	81	0	84
66.6	80	86	80	0	86
67.2	80	86	80	0	86
67.8	79	89	79	0	89
68.4	80	89	80	0	89
69	80	89	80	0	89
69.6	81	88	81	0	88
70.2	83	87	83	0	87
70.8	84	89	84	0	89
71.4	85	90	85	0	90
72	85	91	85	0	91
72.6	86	91	86	0	91
73.2	87	91	87	0	91
73.8	87	90	87	0	90
74.4	88	89	88	0	89
75	88	88	88	0	88
75.6	89	87	89	0	87
76.2	88	87	88	0	87
76.8	87	91	87	0	91
77.4	87	91	87	0	91
78	87	89	87	0	89
78.6	87	89	87	0	89
79.2	88	89	88	0	89
79.8	88	88	88	0	88
80.4	88	87	88	0	87
81	88	91	88	0	91
81.6	88	92	88	0	92
82.2	88	91	88	0	91
82.8	89	91	89	0	91
83.4	88	95	88	0	95
84	89	94	89	0	94
84.6	91	93	91	0	93
85.2	90	94	90	0	94
85.8	91	93	91	0	93
86.4	94	92	94	0	92
87	93	96	93	0	96
87.6	96	94	96	0	94
88.2	97	94	97	0	94
88.8	99	94	99	0	94
89.4	100	93	100	0	93
90	100	92	100	0	92
90.6	98	98	98	0	98
91.2	97	98	97	0	98
91.8	95	101	95	0	101
92.4	94	101	94	0	101
93	93	102	93	0	102
93.6	95	101	95	0	101
94.2	97	99	97	0	99
94.8	97	104	97	0	104
95.4	96	105	96	0	105
96	97	104	97	0	104
96.6	98	103	98	0	103
97.2	101	102	101	0	102
