Time	 Transit	Diff	WildType	Attached	RV	
0	28	2	30	0	0
0.6	30	4	30	0	4
1.2	29	8	29	0	8
1.8	30	8	30	0	8
2.4	30	8	30	0	8
3	30	8	30	0	8
3.6	30	8	30	0	8
4.2	30	8	30	0	8
4.8	28	12	28	0	12
5.4	29	12	29	0	12
6	30	16	30	0	16
6.6	31	16	31	0	16
7.2	32	16	32	0	16
7.8	36	16	36	0	16
8.4	35	18	35	0	18
9	34	20	34	0	20
9.6	36	20	36	0	20
10.2	38	22	38	0	22
10.8	40	22	40	0	22
11.4	41	22	41	0	22
12	41	22	41	0	22
12.6	42	22	42	0	22
13.2	43	24	43	0	24
13.8	42	26	42	0	26
14.4	41	28	41	0	28
15	42	28	42	0	28
15.6	42	30	42	0	30
16.2	42	30	42	0	30
16.8	43	30	43	0	30
17.4	42	32	42	0	32
18	45	32	45	0	32
18.6	47	32	47	0	32
19.2	46	36	46	0	36
19.8	46	36	46	0	36
20.4	46	38	46	0	38
21	49	38	49	0	38
21.6	51	38	51	0	38
22.2	53	38	53	0	38
22.8	53	42	53	0	42
23.4	55	44	55	0	44
24	55	46	55	0	46
24.6	55	48	55	0	48
25.2	55	48	55	0	48
25.8	54	52	54	0	52
26.4	55	52	55	0	52
27	56	51	56	0	51
27.6	55	53	55	0	53
28.2	56	53	56	0	53
28.8	58	53	58	0	53
29.4	57	57	57	0	57
30	60	57	60	0	57
30.6	60	61	60	0	61
31.2	61	63	61	0	63
31.8	62	63	62	0	63
32.4	63	67	63	0	67
33	61	71	63	0	69
33.6	62	73	62	0	73
34.2	62	75	62	0	75
34.8	61	76	61	0	76
35.4	59	82	59	0	82
36	58	84	58	0	84
36.6	58	86	58	0	86
37.2	56	92	56	0	92
37.8	56	92	56	0	92
38.4	55	94	55	0	94
39	55	94	55	0	94
39.6	56	94	56	0	94
40.2	55	96	55	0	96
40.8	55	98	55	0	98
41.4	55	100	55	0	100
42	55	102	55	0	102
42.6	56	103	56	0	103
43.2	55	105	55	0	105
43.8	55	105	55	0	105
44.4	56	105	56	0	105
45	55	109	55	0	109
45.6	55	111	55	0	111
46.2	56	113	56	0	113
46.8	56	114	56	0	114
47.4	55	115	55	0	115
48	55	116	55	0	116
48.6	55	117	55	0	117
49.2	53	121	53	0	121
49.8	52	123	52	0	123
50.4	52	122	52	0	122
51	54	122	54	0	122
51.6	54	121	54	0	121
52.2	52	124	52	0	124
52.8	53	124	53	0	124
53.4	52	125	52	0	125
54	51	127	51	0	127
54.6	49	131	51	0	129
55.2	49	131	49	0	131
55.8	48	133	48	0	133
56.4	48	132	48	0	132
57	47	133	47	0	133
57.6	45	136	45	0	136
58.2	44	137	44	0	137
58.8	44	136	44	0	136
59.4	45	136	45	0	136
60	45	135	45	0	135
60.6	46	138	46	0	138
61.2	47	137	47	0	137
61.8	46	139	46	0	139
62.4	47	139	47	0	139
63	47	138	47	0	138
63.6	47	136	47	0	136
64.2	47	136	47	0	136
64.8	47	136	47	0	136
65.4	45	139	45	0	139
66	44	140	44	0	140
66.6	45	138	45	0	138
67.2	43	143	43	0	143
67.8	42	143	42	0	143
68.4	40	145	40	0	145
69	42	143	42	0	143
69.6	41	144	41	0	144
70.2	42	145	42	0	145
70.8	41	146	41	0	146
71.4	43	144	43	0	144
72	44	143	44	0	143
72.6	46	141	46	0	141
73.2	46	140	46	0	140
73.8	47	139	47	0	139
74.4	46	141	46	0	141
75	45	143	45	0	143
75.6	45	143	45	0	143
76.2	47	142	47	0	142
76.8	47	144	47	0	144
77.4	47	143	47	0	143
78	47	143	47	0	143
78.6	47	143	47	0	143
79.2	48	143	48	0	143
79.8	49	143	49	0	143
80.4	51	143	51	0	143
81	49	149	49	0	149
81.6	49	148	49	0	148
82.2	49	150	49	0	150
82.8	52	150	52	0	150
83.4	53	152	53	0	152
84	54	152	54	0	152
84.6	54	152	54	0	152
85.2	53	154	53	0	154
85.8	53	154	53	0	154
86.4	52	155	52	0	155
87	52	155	52	0	155
87.6	51	159	51	0	159
88.2	51	159	51	0	159
88.8	51	158	51	0	158
89.4	52	157	52	0	157
