Time	 Transit	Diff	WildType	Attached	RV	
0	29	1	30	0	0
0.6	30	2	30	0	2
1.2	30	2	30	0	2
1.8	29	4	29	0	4
2.4	31	4	31	0	4
3	30	6	30	0	6
3.6	30	6	30	0	6
4.2	31	8	31	0	8
4.8	33	8	33	0	8
5.4	33	10	33	0	10
6	30	16	30	0	16
6.6	31	16	31	0	16
7.2	31	18	31	0	18
7.8	32	18	32	0	18
8.4	33	18	33	0	18
9	35	18	35	0	18
9.6	33	22	33	0	22
10.2	33	22	33	0	22
10.8	34	24	34	0	24
11.4	34	24	34	0	24
12	33	26	33	0	26
12.6	32	28	32	0	28
13.2	31	30	31	0	30
13.8	29	34	29	0	34
14.4	27	38	27	0	38
15	29	38	29	0	38
15.6	28	40	28	0	40
16.2	27	46	27	0	46
16.8	26	48	26	0	48
17.4	26	48	26	0	48
18	26	50	26	0	50
18.6	26	50	26	0	50
19.2	27	50	27	0	50
19.8	28	50	28	0	50
20.4	26	54	26	0	54
21	27	54	27	0	54
21.6	26	56	26	0	56
22.2	26	56	26	0	56
22.8	26	56	26	0	56
23.4	27	56	27	0	56
24	27	58	27	0	58
24.6	27	58	27	0	58
25.2	28	58	28	0	58
25.8	27	59	27	0	59
26.4	28	59	28	0	59
27	26	67	26	0	67
27.6	26	67	26	0	67
28.2	24	71	24	0	71
28.8	24	72	24	0	72
29.4	23	74	23	0	74
30	23	74	23	0	74
30.6	23	74	23	0	74
31.2	22	78	22	0	78
31.8	23	77	23	0	77
32.4	22	79	22	0	79
33	21	81	21	0	81
33.6	23	81	23	0	81
34.2	23	80	23	0	80
34.8	22	82	22	0	82
35.4	22	81	22	0	81
36	22	81	22	0	81
36.6	22	81	22	0	81
37.2	20	87	20	0	87
37.8	20	87	20	0	87
38.4	19	89	19	0	89
39	20	88	20	0	88
39.6	19	90	19	0	90
40.2	17	94	17	0	94
40.8	17	96	17	0	96
41.4	14	101	14	0	101
42	13	103	13	0	103
42.6	13	104	13	0	104
43.2	13	104	13	0	104
43.8	15	103	15	0	103
44.4	15	103	15	0	103
45	15	102	15	0	102
45.6	15	101	15	0	101
46.2	16	101	16	0	101
46.8	16	101	16	0	101
47.4	16	101	16	0	101
48	17	100	17	0	100
48.6	17	100	17	0	100
49.2	17	99	17	0	99
49.8	18	97	18	0	97
50.4	18	97	18	0	97
51	18	96	18	0	96
51.6	19	96	19	0	96
52.2	20	95	20	0	95
52.8	21	94	21	0	94
53.4	21	94	21	0	94
54	21	93	21	0	93
54.6	19	97	19	0	97
55.2	19	97	19	0	97
55.8	19	97	19	0	97
56.4	19	96	19	0	96
57	18	98	18	0	98
57.6	17	102	17	0	102
58.2	17	102	17	0	102
58.8	19	100	19	0	100
59.4	19	99	19	0	99
60	19	99	19	0	99
60.6	19	101	19	0	101
61.2	19	100	19	0	100
61.8	18	101	18	0	101
62.4	18	101	18	0	101
63	18	101	18	0	101
63.6	19	101	19	0	101
64.2	21	101	21	0	101
64.8	22	101	22	0	101
65.4	21	103	21	0	103
66	22	103	22	0	103
66.6	21	104	21	0	104
67.2	21	104	21	0	104
67.8	20	106	20	0	106
68.4	19	106	19	0	106
69	18	106	18	0	106
69.6	16	110	16	0	110
70.2	16	112	16	0	112
70.8	17	110	17	0	110
71.4	17	111	17	0	111
72	17	111	17	0	111
72.6	17	109	17	0	109
73.2	17	109	17	0	109
73.8	18	108	18	0	108
74.4	19	108	19	0	108
75	18	109	18	0	109
75.6	18	111	18	0	111
76.2	18	111	18	0	111
76.8	18	109	18	0	109
77.4	17	111	17	0	111
78	18	110	18	0	110
78.6	18	110	18	0	110
79.2	18	109	18	0	109
79.8	18	109	18	0	109
80.4	18	108	18	0	108
81	18	107	18	0	107
81.6	18	106	18	0	106
82.2	18	106	18	0	106
82.8	17	106	17	0	106
83.4	17	107	17	0	107
84	18	109	18	0	109
84.6	19	108	19	0	108
85.2	20	108	20	0	108
85.8	19	109	19	0	109
86.4	20	109	20	0	109
87	20	109	20	0	109
87.6	18	113	18	0	113
88.2	16	117	16	0	117
88.8	16	117	16	0	117
89.4	16	115	16	0	115
90	16	114	16	0	114
90.6	16	114	16	0	114
91.2	15	116	15	0	116
91.8	15	114	15	0	114
92.4	15	113	15	0	113
93	15	113	15	0	113
93.6	12	119	12	0	119
94.2	12	118	12	0	118
94.8	14	117	14	0	117
95.4	14	115	14	0	115
96	14	117	14	0	117
96.6	14	115	14	0	115
97.2	15	114	15	0	114
97.8	17	114	17	0	114
98.4	17	112	17	0	112
99	17	110	17	0	110
99.6	18	110	18	0	110
100.2	18	108	18	0	108
100.8	18	107	18	0	107
101.4	19	107	19	0	107
102	19	107	19	0	107
102.6	18	109	18	0	109
103.2	19	109	19	0	109
103.8	20	109	20	0	109
104.4	20	109	20	0	109
105	19	111	19	0	111
105.6	18	113	18	0	113
106.2	18	113	18	0	113
106.8	17	115	17	0	115
107.4	18	114	18	0	114
108	17	115	17	0	115
108.6	17	117	17	0	117
109.2	16	118	16	0	118
109.8	18	118	18	0	118
110.4	18	118	18	0	118
111	17	120	17	0	120
111.6	16	122	16	0	122
112.2	16	121	16	0	121
112.8	16	121	16	0	121
113.4	16	120	16	0	120
114	16	119	16	0	119
114.6	14	123	14	0	123
115.2	13	124	13	0	124
115.8	13	124	13	0	124
116.4	13	122	13	0	122
117	13	122	13	0	122
117.6	13	122	13	0	122
118.2	14	124	14	0	124
118.8	14	124	14	0	124
119.4	14	124	14	0	124
120	14	123	14	0	123
120.6	14	122	14	0	122
121.2	14	121	14	0	121
121.8	14	121	14	0	121
122.4	16	119	16	0	119
123	15	121	15	0	121
123.6	15	120	15	0	120
124.2	16	120	16	0	120
124.8	15	121	15	0	121
125.4	15	121	15	0	121
126	15	120	15	0	120
126.6	15	119	15	0	119
127.2	15	119	15	0	119
127.8	16	119	16	0	119
128.4	15	121	15	0	121
129	15	123	15	0	123
129.6	15	123	15	0	123
130.2	15	121	15	0	121
130.8	15	119	15	0	119
131.4	15	119	15	0	119
132	14	121	14	0	121
132.6	12	124	12	0	124
133.2	11	126	11	0	126
133.8	11	125	11	0	125
134.4	10	126	10	0	126
135	10	126	10	0	126
135.6	10	126	10	0	126
136.2	10	126	10	0	126
136.8	10	130	10	0	130
137.4	10	129	10	0	129
138	10	129	10	0	129
138.6	11	128	11	0	128
139.2	11	127	11	0	127
139.8	12	127	12	0	127
140.4	12	126	12	0	126
141	12	126	12	0	126
141.6	12	125	12	0	125
142.2	12	125	12	0	125
142.8	12	125	12	0	125
143.4	12	125	12	0	125
144	12	125	12	0	125
144.6	12	125	12	0	125
145.2	11	127	11	0	127
145.8	11	127	11	0	127
146.4	11	127	11	0	127
147	10	129	10	0	129
147.6	9	131	9	0	131
148.2	8	132	8	0	132
148.8	9	131	9	0	131
149.4	9	131	9	0	131
150	8	133	8	0	133
150.6	8	131	8	0	131
151.2	8	129	8	0	129
151.8	9	127	9	0	127
152.4	9	127	9	0	127
153	10	125	10	0	125
153.6	10	125	10	0	125
154.2	10	125	10	0	125
154.8	10	124	10	0	124
155.4	10	124	10	0	124
156	10	124	10	0	124
156.6	9	126	9	0	126
157.2	9	125	9	0	125
157.8	9	125	9	0	125
158.4	8	126	8	0	126
159	8	126	8	0	126
159.6	8	126	8	0	126
160.2	8	126	8	0	126
160.8	8	126	8	0	126
161.4	8	126	8	0	126
162	8	126	8	0	126
162.6	8	126	8	0	126
163.2	8	126	8	0	126
163.8	8	126	8	0	126
164.4	7	126	7	0	126
165	6	127	6	0	127
165.6	6	126	6	0	126
166.2	6	124	6	0	124
166.8	8	124	8	0	124
167.4	8	122	8	0	122
168	8	121	8	0	121
168.6	8	121	8	0	121
169.2	8	120	8	0	120
169.8	8	119	8	0	119
170.4	8	118	8	0	118
171	8	118	8	0	118
171.6	8	117	8	0	117
172.2	8	115	8	0	115
172.8	7	117	7	0	117
173.4	7	117	7	0	117
174	7	117	7	0	117
174.6	7	115	7	0	115
175.2	7	115	7	0	115
175.8	6	117	6	0	117
176.4	6	116	6	0	116
177	6	116	6	0	116
177.6	6	116	6	0	116
178.2	5	117	5	0	117
178.8	5	116	5	0	116
179.4	5	116	5	0	116
180	4	117	4	0	117
180.6	4	117	4	0	117
181.2	4	116	4	0	116
181.8	2	119	2	0	119
182.4	2	118	2	0	118
183	2	116	2	0	116
183.6	2	114	2	0	114
184.2	2	113	2	0	113
184.8	2	111	2	0	111
185.4	2	111	2	0	111
186	3	109	3	0	109
186.6	3	108	3	0	108
187.2	3	107	3	0	107
187.8	3	106	3	0	106
188.4	4	105	4	0	105
189	4	105	4	0	105
189.6	4	104	4	0	104
190.2	4	104	4	0	104
190.8	4	103	4	0	103
191.4	4	103	4	0	103
192	4	103	4	0	103
192.6	4	102	4	0	102
193.2	4	101	4	0	101
193.8	5	101	5	0	101
194.4	5	101	5	0	101
195	5	101	5	0	101
195.6	5	101	5	0	101
196.2	5	101	5	0	101
196.8	5	101	5	0	101
197.4	5	101	5	0	101
198	5	101	5	0	101
198.6	5	100	5	0	100
199.2	6	100	6	0	100
199.8	6	100	6	0	100
200.4	6	100	6	0	100
201	7	100	7	0	100
201.6	8	100	8	0	100
202.2	9	100	9	0	100
202.8	9	100	9	0	100
203.4	8	102	8	0	102
204	8	102	8	0	102
204.6	8	102	8	0	102
205.2	8	102	8	0	102
205.8	8	102	8	0	102
206.4	8	102	8	0	102
207	8	102	8	0	102
207.6	8	102	8	0	102
208.2	8	102	8	0	102
208.8	8	102	8	0	102
209.4	8	102	8	0	102
210	6	106	6	0	106
210.6	6	106	6	0	106
211.2	7	106	7	0	106
211.8	7	106	7	0	106
212.4	7	105	7	0	105
213	7	105	7	0	105
213.6	7	105	7	0	105
214.2	7	107	7	0	107
214.8	8	106	8	0	106
215.4	8	105	8	0	105
216	8	105	8	0	105
216.6	9	105	9	0	105
217.2	9	104	9	0	104
217.8	9	103	9	0	103
218.4	9	103	9	0	103
219	7	107	7	0	107
219.6	7	107	7	0	107
220.2	7	107	7	0	107
220.8	7	107	7	0	107
221.4	7	106	7	0	106
222	7	106	7	0	106
222.6	7	106	7	0	106
223.2	7	104	7	0	104
223.8	8	104	8	0	104
224.4	9	104	9	0	104
225	9	103	9	0	103
225.6	10	103	10	0	103
226.2	10	103	10	0	103
226.8	8	107	8	0	107
227.4	8	107	8	0	107
228	8	107	8	0	107
