372.005	7 1.49755 0.705783 14.7935 -10.4326 8 6.98007 3.12831 16.368 4.96233 27 0.651844 1.84724 -4.83119 -10.7266 29 0.506863 0.594093 10.8708 -1.43057 32 1.22497 1.3346 -1.71838 -4.34164 33 6.10327 2.03465 -1.93142 -2.79493 36 8.35849 0.807842 -6.17128 -4.61361 37 7.74858 1.90422 -7.90646 4.99583 39 1.25558 3.6119 8.96793 14.6645 40 8.42302 3.17651 0.793167 -2.72304 41 2.37663 1.45846 7.84807 -0.2371 61 3.93943 1.36831 -2.91876 4.33137 62 5.76479 1.36233 -2.56399 1.65396 68 16.3237 2.57635 11.076 12.971 71 9.76309 3.42026 13.307 5.63859 81 4.15025 0.565735 0.0156108 8.38281 84 6.12669 2.59891 -0.216139 -42.0053 88 9.14682 1.5891 1.14037 12.8108 97 17.7177 1.61224 4.5291 13.5768 98 2.87534 2.33972 1.68159 -3.95054 100 1.92852 1.82641 0.92292 -19.2995 111 10.1424 1.31518 10.8319 5.84003 113 12.4529 2.14094 5.86805 9.40491 115 13.1337 1.46072 9.70536 -7.23549 116 7.65127 2.7354 -16.5065 2.43751 118 6.95701 1.452 5.68332 -2.77191 123 7.47248 0.710048 -0.919449 13.9496 125 5.07136 2.65844 28.4745 2.02442 130 10.332 2.69974 -0.0371301 2.72696 132 15.2221 0.877411 -10.2827 6.49738 133 15.2128 2.56795 -10.6306 13.4533 135 0.0103485 1.48682 2.05793 4.91067 136 2.62737 3.9721 10.5037 18.8649 139 9.71535 2.11885 -19.3333 -3.90605 143 6.89807 2.26681 8.73874 -1.56505 144 9.33156 1.1026 5.60224 11.2017 145 11.3495 2.43158 -8.49291 13.4163 148 1.45879 2.60116 -5.98592 8.16007 150 11.2339 1.37022 6.39908 3.16791 154 5.23356 1.93475 5.91377 -4.52981 155 3.57415 3.39439 7.03932 9.23503 158 3.27687 0.749478 -11.5973 -2.73784 160 13.7079 1.09366 15.1779 -7.68275 161 10.4714 1.9162 11.0011 -6.14761 163 18.943 1.42063 5.10017 -10.6312 164 4.04324 2.46195 4.66195 0.88116 166 9.27246 2.46601 -9.09698 -0.241604 169 16.702 1.46362 0.114768 13.5498 175 4.61979 1.3481 -4.61245 4.85256 178 8.17979 1.27017 15.8029 -16.889 187 0.681926 2.79338 7.17441 -6.50898 188 8.44103 2.01324 12.6148 0.695692 192 15.512 1.7038 10.7235 -21.642 197 14.6271 1.42144 -4.22831 -9.49307 200 6.50237 1.18814 18.4899 5.89754 202 5.97625 3.52427 -3.91578 5.92574 210 2.25176 0.754141 2.2374 1.257 211 14.04 1.97108 11.5568 1.08893 260 3.128 1.60778 10.5327 3.0619 313 12.1331 1.33247 -16.0549 -5.38463 323 13.4103 2.68113 9.16164 0.66786 
384.005	7 2.38034 1.96082 -13.0258 -10.5544 8 7.80551 2.78877 5.6105 -14.1475 27 0.0148082 1.44025 -8.11845 0.637331 29 0.433874 1.90554 24.2556 -2.27551 32 0.427405 0.666049 5.74055 -15.9585 33 9.46773 0.553416 9.60144 -25.1025 36 11.7569 1.04171 9.01022 -7.51257 37 7.13482 1.87566 -3.31236 13.4238 39 0.219165 3.0825 2.84368 9.92352 40 8.69194 2.86238 5.50194 17.3175 41 7.5577 1.28408 -7.92008 12.8646 61 2.81641 2.5024 10.2791 5.44804 62 2.61798 1.21907 15.1862 -1.91281 68 17.6805 2.11252 3.76101 4.47542 71 9.42879 1.5548 1.28494 12.5347 81 3.60478 0.823857 14.0425 -18.4571 84 5.0332 1.82741 1.31248 -1.11751 88 10.3259 1.349 3.35624 0.225139 98 0.952798 2.27708 1.07311 -2.7105 100 1.15863 3.27945 9.92689 3.60597 111 11.0268 1.50988 -3.34236 16.9595 113 12.4127 2.79017 -5.77696 2.45331 115 15.0273 2.48142 -0.864532 5.68517 116 10.2962 1.97433 -6.88672 4.83959 118 5.88423 3.47331 1.10412 11.7909 123 8.32407 1.88563 -4.26239 -11.8346 125 5.46005 2.50316 -0.903206 -4.84263 130 13.5438 1.47684 -10.0997 -13.9572 132 15.2149 1.3553 21.5181 -8.69509 133 12.5634 1.3427 -8.16171 -27.1312 135 1.02522 1.37266 15.0776 11.6743 136 3.08912 3.62182 -22.9317 -0.845562 139 11.2692 2.35434 -4.23218 -6.5103 143 8.27845 0.652521 3.13903 3.46326 144 10.6441 0.543948 8.1249 -12.3552 145 14.3503 1.0038 11.958 -8.99465 148 2.00423 3.05762 -6.11479 -3.59513 150 12.9799 2.35793 -1.38524 2.6595 154 5.87692 1.37492 13.7143 2.06742 155 3.60348 2.3614 -18.497 -15.763 158 4.95611 0.835133 -0.210191 -19.5262 160 13.625 0.60417 6.72975 -3.30339 161 10.3086 2.67295 0.787558 -11.6998 164 3.28036 1.69288 7.64387 2.31298 166 9.64874 3.13207 0.108595 -0.225472 169 18.7074 1.97908 -6.98908 -1.12421 175 1.27226 0.598181 1.15899 13.0295 178 6.45567 2.42412 -12.4698 5.19905 187 1.72952 1.3854 -9.04378 -21.3764 188 9.39819 2.28282 -3.46602 7.29898 192 16.9302 1.43821 22.5742 -14.6841 197 15.9975 1.80195 4.26895 -16.5602 200 6.57925 1.17615 0.432951 3.55443 202 8.738 1.35516 25.4539 8.07674 210 1.52971 2.13795 -2.03943 9.60984 211 14.2994 1.94785 -7.24913 -20.6444 260 4.20142 1.7474 2.36252 16.6756 313 12.2345 1.87274 6.03945 1.01177 323 14.0583 2.76502 0.936521 14.445 
396.005	7 1.77631 2.22854 25.6155 -7.16446 8 7.22484 1.43681 -2.25401 11.1874 27 3.42882 1.39568 3.34888 -6.33352 29 1.22957 2.81892 -17.695 3.16849 32 8.2386e-05 1.81704 0.00843267 7.83213 33 10.7404 2.29718 -7.16188 -0.26697 36 11.7849 3.19122 -9.48151 -29.0019 37 7.70052 2.5075 -10.9925 8.7611 39 0.237505 2.78476 12.6919 -6.78683 40 11.9748 1.0786 13.3559 -1.12673 41 6.6445 1.53654 -3.72362 9.12049 61 2.28663 2.86366 3.8486 6.51199 62 4.80646 2.4856 -7.46948 2.22257 71 10.1282 1.5345 -2.13293 1.58886 81 4.594 0.504045 5.7116 3.50791 84 5.1022 1.58566 4.15927 8.05373 88 9.55919 2.42834 -10.8293 -20.2186 98 1.2158 1.47274 4.94721 19.7393 100 0.984127 3.91839 9.31157 13.4917 111 11.6379 1.69222 16.8692 21.2721 113 15.5053 2.28327 7.23391 -1.94551 115 17.5873 2.27786 12.5596 -5.11484 116 11.9771 2.25367 -13.7876 -2.81911 118 6.74654 2.4755 11.4234 -17.6545 123 8.09888 1.79666 -8.29011 3.68536 125 5.49439 2.38668 1.03498 10.5892 130 16.4019 2.23329 -4.63998 -20.5948 132 16.1634 1.47677 8.77226 -3.42704 133 12.7202 2.82511 11.8472 10.857 135 0.297131 1.09504 -6.74897 8.12406 136 5.87462 3.06978 13.3638 -5.27359 139 13.1888 0.970476 4.0019 4.75667 143 9.04286 1.67988 15.4041 -3.92377 144 10.1501 0.615262 -1.11384 -1.47363 145 15.1989 1.11031 -2.44549 -0.682043 148 4.80361 3.37681 3.67369 -9.53777 150 13.2107 2.00637 -6.53719 -11.2762 154 9.15483 1.1001 1.89222 7.91227 155 3.83285 2.38614 -14.754 -2.99699 158 5.99035 1.81227 -3.85783 12.4795 160 13.8767 1.33212 10.6882 -8.89765 161 12.7064 1.60918 7.54334 28.8249 164 4.44125 1.48328 1.1567 8.68345 166 8.14716 3.46385 17.0379 15.0809 175 2.23373 1.50178 10.2546 -14.3801 178 6.0488 0.984218 1.98288 16.003 187 3.01018 2.24473 0.91815 4.77965 188 10.9813 1.29839 7.57228 1.03917 192 18.9651 1.47454 -4.15286 -0.341459 197 18.1308 1.58421 -3.53223 -8.16878 200 8.71255 2.51095 -4.06184 -1.95055 202 8.22371 1.07072 -4.29509 -11.012 210 0.763897 2.05264 -7.67088 4.42356 211 16.99 1.41651 9.01027 -2.15471 260 7.25743 0.549959 6.06187 1.6262 313 14.7245 1.71068 -9.56167 11.6152 323 14.1495 2.29116 12.8007 -18.902 
408.005	7 0.297146 2.48506 -12.0392 -30.4125 8 6.94475 3.03795 -2.61118 3.46787 27 1.32767 0.158138 -0.452118 1.17922 29 1.43273 1.62453 6.72338 0.576392 32 1.80777 2.46418 -12.5212 0.590075 33 11.4655 1.30627 -4.55756 5.71348 36 13.8365 2.62706 -2.97094 -7.55984 37 8.5563 3.99028 -2.07248 -11.3022 39 2.38561 1.1153 6.32852 20.2482 40 13.3144 1.15172 9.55173 15.6954 41 6.37607 1.27209 1.6639 -9.40581 61 0.912673 1.99387 4.11899 -4.78602 62 2.62956 1.93202 5.16063 -10.7107 71 12.3746 2.4854 -2.17016 -10.678 81 4.08963 1.50347 -7.24539 2.38352 84 3.25797 1.80306 7.67906 -6.44184 88 10.5069 1.36014 1.87342 -7.03597 98 0.359598 1.4193 -11.4175 3.92622 100 2.60892 2.91015 8.29214 21.2692 111 9.67576 1.55673 -1.30285 -5.3304 113 16.8673 1.60248 -10.4457 13.3003 116 11.1527 2.3009 6.24302 16.5103 118 7.88045 3.39799 -12.6214 2.4245 123 7.28502 0.963893 -18.4228 -7.27261 125 3.35992 1.11953 -14.7569 -5.23331 130 15.8498 2.17069 7.87328 -4.44997 132 19.0521 1.67555 12.752 -22.8153 133 12.5795 1.43325 18.5175 6.27292 135 0.124491 3.57348 -1.99583 -23.4829 136 5.28747 3.618 6.0006 -13.248 139 14.345 0.678171 6.4766 4.84763 143 8.03633 1.52078 -7.39638 4.82312 144 8.56344 1.00755 -18.3573 -3.69371 145 17.955 1.50076 -2.897 -11.4303 148 5.99964 2.5142 -8.30721 11.0904 150 16.0339 1.2947 -7.72894 -0.249335 154 8.90622 2.993 25.4028 -8.31321 155 5.26228 2.79946 12.5192 6.57845 158 5.50226 1.8065 -2.79814 -13.0139 160 14.0377 1.49065 -10.2594 -18.1621 161 13.1095 2.2061 -6.1513 -3.67097 164 5.40457 1.02545 -8.7138 -10.9502 166 10.0589 2.28689 8.47562 2.35579 175 1.09708 1.03871 21.5352 0.774472 178 4.76193 1.51666 -18.7753 10.0266 187 4.34819 2.37332 -3.52308 -6.04823 188 9.77498 0.6738 -8.58707 -3.20647 200 8.85621 2.04465 8.60992 11.9952 202 7.91125 2.404 -12.3219 7.69728 210 0.0934469 0.456561 4.64635 2.86113 260 7.00527 1.89886 10.6313 -14.2398 313 15.0442 1.42287 5.42604 1.14828 323 14.9173 2.26826 21.3713 -13.4919 
420.005	7 1.1403 1.95513 2.20147 -5.52994 8 8.12901 1.54531 7.30689 10.8449 27 5.1602 0.945706 -5.01949 -20.0822 29 2.54279 3.17799 -13.2051 2.53065 32 6.88674e-05 1.59929 -13.0208 12.2809 33 11.6075 2.11584 -11.1358 -2.57068 36 14.8153 0.961031 -4.03212 7.06896 37 6.15412 0.810796 3.4199 24.7234 39 3.37963 3.76571 -13.7645 -7.69489 40 12.3203 1.67166 0.790884 -8.156 41 7.19161 1.02218 8.18587 -0.56166 61 4.47808 1.32758 -3.02373 -10.909 62 1.86547 1.56478 -16.509 18.1663 71 10.8897 1.16786 -17.3703 -16.5471 81 3.8205 1.56157 10.7647 9.36571 84 2.88121 1.7733 5.53603 17.7558 88 12.368 2.70942 30.8411 11.344 98 0.68283 1.2827 5.2295 -11.6843 100 3.0462 2.42038 24.2497 -15.3145 111 9.77667 1.3819 12.363 -5.96957 116 11.5517 2.95843 16.1266 0.408061 118 8.37933 2.5159 -28.3825 13.4811 123 7.5804 1.90293 4.67339 2.60178 125 4.49215 3.28108 3.67865 -24.6046 130 15.0987 1.64158 -1.8047 -23.519 133 13.9538 1.44034 -5.01524 -8.59095 135 0.0816303 2.21647 6.54373 -1.12288 136 5.43304 2.55507 -2.81302 -11.9475 139 16.401 1.55259 -4.0521 -6.93742 143 7.23987 2.65882 -1.67336 1.53388 144 9.96253 2.28742 1.95762 -2.4535 148 3.78376 2.64482 -9.82071 9.2188 150 18.4462 1.4749 20.465 -4.56709 154 10.6584 3.02543 -2.20359 -6.79384 155 6.63908 1.73618 10.5587 5.67119 158 4.53226 2.36061 -15.4442 15.2278 160 14.4375 2.22211 -10.9129 -0.12423 161 13.4697 1.87204 2.45771 -22.5703 164 2.23926 0.833045 -0.696161 -0.239382 166 11.7648 1.07754 4.84775 7.37378 175 2.13286 2.37745 -13.3405 -4.44568 178 3.34315 0.851944 1.92311 -0.91355 187 6.52143 2.74966 10.7339 4.03564 188 8.34193 0.770925 1.80228 -15.0276 200 8.97218 1.64577 15.8127 2.90382 202 10.7658 2.04045 3.95416 15.8496 210 1.46409 3.05843 -11.6683 -10.1396 260 5.73587 1.70943 18.4905 3.19039 313 17.7156 2.34601 -2.26914 1.74613 323 17.324 1.43807 -3.6341 -28.8577 
432.005	7 0.0148741 1.37429 -5.97659 -1.31502 8 10.5093 1.05312 -3.47229 11.6075 27 5.62476 1.54533 3.38974 1.62808 29 4.82604 2.09941 9.92481 5.48237 32 0.162084 2.26538 12.6063 3.36473 33 11.3744 1.55253 -0.187906 -8.0481 37 5.76827 0.599414 -2.29507 2.87389 39 3.75136 2.05787 -17.2297 0.564175 40 16.2155 1.42711 3.8013 -3.94563 41 8.86856 1.83946 4.17231 7.64855 61 3.97966 1.2925 20.4964 -9.94279 62 0.847613 1.00325 -18.1134 4.37478 71 12.1184 0.701219 9.83353 -4.37724 81 5.38616 2.41783 2.46212 -18.1873 84 1.98679 1.92911 -17.9721 6.7435 88 13.3997 3.0129 -11.4109 5.67271 98 1.60993 1.8908 23.3798 -20.1194 100 1.35775 2.98317 -30.5349 11.874 111 9.60094 2.42353 6.91474 4.94822 116 13.4753 1.55609 6.22569 12.4339 118 10.3687 3.1606 -4.03633 -1.58836 123 7.24486 2.20519 -0.433049 3.21215 125 2.50383 1.38266 -8.18853 0.105623 130 18.4164 1.45212 7.99424 1.31586 133 15.0983 1.117 7.49529 7.74216 135 0.676693 2.70194 -5.3225 -4.93987 136 6.14019 2.01544 12.2842 1.9738 143 9.17537 1.00559 7.10611 8.4925 144 9.83871 1.68633 15.2282 -2.12593 148 2.99399 1.92067 3.91232 -11.1088 154 12.9509 2.33851 6.47959 -2.61521 155 5.96695 3.43162 15.9857 17.2267 158 7.33912 3.06 -6.77086 -3.60226 160 12.2765 1.55497 -8.99551 20.2177 161 15.4217 1.86831 5.86418 -10.3714 164 4.7131 1.35671 17.2712 8.66659 166 14.5225 1.5248 10.4359 -2.51413 175 0.732826 1.77065 -19.0824 -19.6262 178 1.75457 1.16435 -7.44834 8.14618 187 6.75713 1.2807 -4.72238 -4.35003 188 7.81102 1.54301 -1.18081 -1.76378 200 12.0578 2.2429 13.1248 -13.1705 202 10.8078 2.244 -18.1932 -24.6895 210 2.51436 2.39841 -20.6798 -14.1671 260 4.7092 3.06934 -2.54101 -19.0307 
444.005	7 4.42152 1.47662 -0.841211 9.78685 8 10.0379 1.2006 -24.7378 -5.85749 27 5.40871 1.01139 5.17147 -6.80403 29 6.00159 2.23259 -2.37985 -2.41057 32 1.19424 1.48454 -9.62139 6.72386 33 12.7109 2.56301 -0.542575 -2.41103 37 7.40376 1.04661 4.58371 -8.43574 39 1.14535 0.569983 -6.06668 -0.773966 40 18.2386 1.6903 -4.11729 -2.2529 41 10.985 1.34018 8.19575 -9.61591 61 3.5881 1.79029 -12.4726 -9.32642 62 2.16075 1.53717 1.80194 -5.43866 71 11.5279 2.13583 0.64797 6.93954 81 4.98924 2.88709 -5.00409 6.23238 84 0.287826 0.919537 3.59116 4.18661 88 16.3539 1.10022 -13.1466 -0.66383 98 0.0357343 1.61751 -6.93388 3.41057 100 0.287068 2.60618 2.04946 2.10575 111 9.3837 1.49512 5.64013 -9.68177 116 13.462 2.06091 -4.82167 -10.7511 118 9.56125 2.56502 -4.9759 5.44389 123 8.19957 2.57904 6.0467 2.62562 125 2.70835 2.56755 -4.56865 2.52084 133 17.3607 1.42684 2.71785 -2.16368 135 0.809492 1.95495 5.57171 2.6876 136 6.10187 3.01035 5.91879 -0.662439 143 7.23597 2.68529 15.0408 -6.20123 144 8.86051 2.1499 4.63904 1.94677 148 2.81018 1.73646 -6.63886 -3.6183 154 14.6568 1.59042 -6.76783 0.997194 155 4.31448 2.09423 3.87085 -7.12098 158 10.2907 2.0364 -22.871 22.1642 160 13.9604 1.47201 26.2588 -2.83655 161 16.5466 2.0398 12.8373 9.83509 164 5.33216 1.88202 20.7192 3.84581 166 15.5444 1.64084 7.38966 8.89817 175 1.54878 2.28966 -3.52878 -20.6126 178 3.19102 1.14936 1.42013 14.6967 187 8.30511 1.33451 11.0882 4.24738 188 7.42027 1.99712 -1.03912 22.2167 200 12.0672 1.2958 -10.2892 -15.3535 202 12.852 1.62336 1.96909 1.86919 210 6.45481 1.54884 -6.90871 -1.58755 260 3.6799 2.7782 0.590632 7.8922 
456.005	7 1.12242 1.1921 3.75738 -5.7407 8 11.9845 1.40485 -1.6033 5.8629 27 5.85184 1.21827 5.18597 8.3531 29 2.69378 2.40692 -11.4371 -0.274647 32 9.36045e-05 1.93573 -7.12942 -20.839 33 10.5567 1.19193 21.9526 -15.9062 37 10.711 2.341 -0.432041 -23.4687 39 4.40352 1.86036 10.7076 17.3008 41 11.2037 1.6233 -10.8895 1.98325 61 2.84909 1.51171 -12.101 -4.67915 62 7.10989 1.80997 1.91289 13.5973 71 13.2558 2.33055 6.61757 -0.23707 81 8.18807 2.6687 4.49724 -3.06796 84 0.502955 2.70578 -0.0894841 9.77541 88 17.8689 1.41167 -5.90076 4.76593 98 2.10162 1.64855 -7.40799 17.3872 100 1.72086 2.45934 -5.08703 -2.99267 111 9.84647 2.21803 -11.5651 -3.19479 116 14.731 1.53186 -5.09348 -25.2879 118 11.1473 3.22866 10.9578 21.183 123 9.08457 2.38543 15.4611 -7.39071 125 3.52522 1.68117 -14.4297 20.901 133 16.7907 1.27179 -3.28947 -8.45519 135 1.98515 0.806177 -22.3278 8.20279 136 7.93226 1.10456 3.34471 -9.38497 143 7.14574 2.59795 -10.8932 1.23208 144 9.69185 0.626073 -0.685856 -19.7751 148 0.0257915 1.05468 5.14643 17.083 154 15.9174 1.62202 -11.137 0.702798 155 4.67885 2.62981 18.8776 -9.12597 158 9.39671 1.37796 -4.80107 -21.547 160 13.6568 1.60584 4.81348 10.5978 161 17.4886 2.07442 5.93428 -9.62296 164 6.18181 1.94602 -1.83016 -3.76032 166 18.9977 1.25678 8.56585 -15.4381 175 3.69108 2.42911 6.84503 -3.45635 178 5.15462 1.43709 0.106895 11.5658 187 8.67215 1.47431 5.70449 3.44001 188 8.14475 1.96478 6.85209 11.3358 200 12.4681 1.83642 -4.88702 5.43285 202 11.5969 2.50182 2.81628 4.08612 210 5.59975 2.90118 4.22923 13.6039 260 0.970785 1.91315 -7.29083 -6.43112 
468.005	7 0.0366019 0.967706 5.35437 -10.3358 8 13.2794 1.56563 1.13942 18.1314 27 8.71882 1.50523 -14.1975 4.00098 29 1.26742 3.03387 -10.4328 2.69455 32 1.48448 2.30993 12.1907 5.32348 33 11.6093 2.24021 -18.0342 1.26438 37 12.3728 1.51023 0.706042 13.2616 39 2.84097 1.2229 14.7641 -4.6297 41 12.7834 2.53548 -14.1403 -9.26896 61 5.01792 1.73057 8.55488 4.74065 62 6.5331 1.28006 1.56503 -1.30426 71 17.5009 1.43479 -2.79579 3.33001 81 7.73436 2.35076 -18.4907 3.41867 84 1.09992 1.19454 -5.24035 -6.92171 98 2.10132 0.911876 17.9338 -4.37561 100 2.23788 3.15047 -11.3281 4.44724 111 11.5572 1.46235 -2.53988 4.85133 116 16.3643 1.03789 -0.682486 -8.31668 118 15.1025 0.944587 -7.25855 14.6858 123 10.6302 1.36126 -0.172497 -5.69517 125 2.00498 1.59139 -10.6799 -3.64466 133 18.632 1.67211 -1.9473 10.0373 135 3.84795 1.44212 4.81417 -7.24997 136 7.00211 1.93685 -4.26662 21.309 143 7.91983 1.38959 11.1599 -9.22808 144 13.6952 2.30057 9.71451 -8.504 148 0.598586 1.84102 11.0109 -4.7026 154 16.6454 1.88846 -13.9953 8.07914 155 6.66268 3.14386 7.10458 8.46455 158 10.7062 2.19952 1.97344 -18.1793 160 15.5649 1.78804 -5.58258 -7.78784 164 3.25536 2.41195 -10.1849 3.43044 175 6.20508 2.11341 -12.362 -11.1472 178 4.34879 2.4717 16.5446 16.5838 187 9.75236 1.36 5.66922 -5.40161 188 9.63675 2.10575 6.51528 -35.9268 200 14.6937 1.5908 18.6088 21.7556 202 14.6857 2.42571 2.57074 20.3912 210 5.77113 1.17988 1.11918 9.1703 260 0.52651 2.6841 -10.7839 11.8982 
480.005	7 4.22853 2.29553 6.04721 -8.54272 8 16.8831 2.51382 -22.9377 25.0642 27 8.62611 1.31638 -10.8649 1.53261 29 6.10137e-05 1.33995 -0.2353 -3.73265 32 3.73344 1.57394 9.20105 8.565 33 12.7547 1.83572 16.4174 -2.16161 37 14.3873 1.64986 -2.35825 16.2378 39 2.15304 2.43866 4.99798 -4.78276 41 13.4541 1.61715 -5.58208 5.86885 61 6.96736 1.56816 -4.94872 -10.8771 62 9.61524 1.40002 1.28587 -27.8379 71 17.9593 2.36344 -3.39467 4.45733 81 10.3458 2.41702 0.382064 -7.3644 84 1.1511 1.49162 -3.1027 7.10922 98 1.94786 1.5383 10.9527 -21.6045 100 2.12687 0.786266 15.8501 -5.6467 111 11.3795 2.52992 -5.66101 5.94499 123 11.8686 1.60749 9.76019 -19.766 125 2.86227 1.51248 -0.437869 -4.1937 135 5.34181 2.60061 7.96128 7.44398 136 7.43149 2.696 12.2799 3.05324 143 9.39861 2.26214 6.57757 -16.491 144 15.3698 1.4264 -9.16578 2.95374 148 1.11385 2.4523 7.62177 6.12796 155 6.17354 1.49021 5.89441 -7.05763 158 10.3051 1.40009 -4.73669 6.10154 160 16.374 1.52946 8.8855 20.9295 164 3.22661 2.36752 -4.85789 7.81057 175 8.16678 2.06279 -12.9733 -20.0241 178 6.30726 2.45474 7.94308 12.6029 187 10.9851 1.55716 -8.18932 -2.49439 188 12.4743 2.65344 -5.51951 -34.7168 200 16.0724 2.28595 -0.00739515 3.27999 202 17.3479 1.60283 1.80164 -7.59626 210 4.93254 1.76687 -3.38867 -3.33782 260 0.321714 2.01957 -17.3343 -13.064 
