Time	 Transit	Diff	WildType	Attached	RV	
0	28	2	30	0	0
0.6	28	4	28	0	4
1.2	29	4	29	0	4
1.8	31	4	31	0	4
2.4	30	6	30	0	6
3	30	6	30	0	6
3.6	30	8	30	0	8
4.2	28	14	28	0	14
4.8	28	14	28	0	14
5.4	27	16	27	0	16
6	27	18	27	0	18
6.6	30	18	30	0	18
7.2	31	18	31	0	18
7.8	32	20	32	0	20
8.4	35	20	35	0	20
9	35	20	35	0	20
9.6	36	20	36	0	20
10.2	38	20	38	0	20
10.8	38	20	38	0	20
11.4	37	22	37	0	22
12	36	26	36	0	26
12.6	34	30	34	0	30
13.2	34	32	34	0	32
13.8	34	32	34	0	32
14.4	35	32	35	0	32
15	36	32	36	0	32
15.6	37	32	37	0	32
16.2	37	32	37	0	32
16.8	35	40	35	0	40
17.4	36	40	36	0	40
18	37	42	37	0	42
18.6	39	42	39	0	42
19.2	38	44	38	0	44
19.8	38	50	38	0	50
20.4	39	50	39	0	50
21	40	50	40	0	50
21.6	40	50	40	0	50
22.2	41	52	41	0	52
22.8	41	54	41	0	54
23.4	40	56	40	0	56
24	39	58	39	0	58
24.6	39	58	39	0	58
25.2	38	60	38	0	60
25.8	39	60	39	0	60
26.4	38	64	38	0	64
27	38	64	38	0	64
27.6	37	68	37	0	68
28.2	37	70	37	0	70
28.8	37	70	37	0	70
29.4	36	72	36	0	72
30	37	72	37	0	72
30.6	37	76	37	0	76
31.2	34	81	34	0	81
31.8	34	83	34	0	83
32.4	33	85	33	0	85
33	33	87	33	0	87
33.6	33	86	33	0	86
34.2	33	86	33	0	86
34.8	33	88	33	0	88
35.4	33	87	33	0	87
36	35	87	35	0	87
36.6	35	88	35	0	88
37.2	36	87	36	0	87
37.8	35	88	35	0	88
38.4	36	88	36	0	88
39	34	92	34	0	92
39.6	36	92	36	0	92
40.2	37	92	37	0	92
40.8	36	94	36	0	94
41.4	37	96	37	0	96
42	36	98	36	0	98
42.6	36	97	36	0	97
43.2	36	99	36	0	99
43.8	35	101	35	0	101
44.4	34	103	34	0	103
45	33	104	33	0	104
45.6	33	104	33	0	104
46.2	34	104	34	0	104
46.8	35	103	35	0	103
47.4	35	104	35	0	104
48	36	104	36	0	104
48.6	37	103	37	0	103
49.2	39	103	39	0	103
49.8	39	103	39	0	103
50.4	38	104	38	0	104
51	38	102	38	0	102
51.6	39	102	39	0	102
52.2	39	101	39	0	101
52.8	37	105	37	0	105
53.4	37	105	37	0	105
54	38	105	38	0	105
54.6	38	107	38	0	107
55.2	38	108	38	0	108
55.8	37	110	37	0	110
56.4	39	112	39	0	112
57	40	112	40	0	112
57.6	40	111	40	0	111
58.2	39	113	39	0	113
58.8	39	115	39	0	115
59.4	41	114	41	0	114
60	41	114	41	0	114
60.6	41	113	41	0	113
61.2	41	113	41	0	113
61.8	42	112	42	0	112
62.4	43	112	43	0	112
63	43	112	43	0	112
63.6	43	112	43	0	112
64.2	43	112	43	0	112
64.8	42	114	42	0	114
65.4	43	113	43	0	113
66	40	119	40	0	119
66.6	40	121	40	0	121
67.2	40	120	40	0	120
67.8	42	119	42	0	119
68.4	43	119	43	0	119
69	43	120	43	0	120
69.6	43	120	43	0	120
70.2	43	120	43	0	120
70.8	45	119	45	0	119
71.4	44	121	44	0	121
72	41	127	41	0	127
72.6	41	127	41	0	127
73.2	43	126	43	0	126
73.8	42	128	42	0	128
74.4	42	128	42	0	128
75	43	127	43	0	127
75.6	45	127	45	0	127
76.2	45	127	45	0	127
76.8	44	128	44	0	128
77.4	43	129	43	0	129
78	43	130	43	0	130
78.6	44	129	44	0	129
79.2	44	129	44	0	129
79.8	43	130	43	0	130
80.4	41	134	41	0	134
81	42	135	42	0	135
81.6	42	135	42	0	135
82.2	43	135	43	0	135
82.8	41	139	41	0	139
83.4	43	139	43	0	139
84	44	139	44	0	139
84.6	44	138	44	0	138
85.2	43	140	43	0	140
85.8	43	140	43	0	140
86.4	46	138	46	0	138
87	46	138	46	0	138
87.6	45	142	45	0	142
88.2	45	142	45	0	142
88.8	44	143	44	0	143
89.4	44	143	44	0	143
90	45	142	45	0	142
90.6	45	142	45	0	142
91.2	47	141	47	0	141
91.8	47	141	47	0	141
92.4	47	141	47	0	141
93	47	143	47	0	143
93.6	47	143	47	0	143
94.2	47	143	47	0	143
94.8	47	143	47	0	143
95.4	47	143	47	0	143
96	48	142	48	0	142
96.6	49	144	49	0	144
